JUN18MAT200035.spu,JUN18MAT200034.spu,JUN18MAT200033.spu,JUN18MAT200032.spu,JUN18MAT200031.spu,
Wavelength,JUN18MAT200061.spu,JUN18MAT200062.spu,JUN18MAT200063.spu,JUN18MAT200064.spu,JUN18MAT200065.spu,JUN18MAT200066.spu,JUN18MAT200067.spu,JUN18MAT200068.spu,JUN18MAT200069.spu,JUN18MAT200070.spu,JUN18MAT200071.spu,JUN18MAT200072.spu,JUN18MAT200073.spu,JUN18MAT200074.spu,JUN18MAT200075.spu,JUN18MAT200076.spu,JUN18MAT200077.spu,JUN18MAT200078.spu,JUN18MAT200079.spu,JUN18MAT200080.spu
  (nm),6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 
  time  ,40:38 PM,40:52 PM,41:05 PM,41:14 PM,41:25 PM,42:13 PM,42:22 PM,42:31 PM,42:40 PM,42:51 PM,43:39 PM,43:49 PM,43:56 PM,44:06 PM,44:15 PM,44:54 PM,45:02 PM,45:12 PM,45:19 PM,45:27 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 744 , 0.130025 , 0.158303 , 0.14851 , 0.156631 , 0.219086 , 0.238246 , 0.206435 , 0.233281 , 0.190633 , 0.232561 , 0.292152 , 0.271696 , 0.302386 , 0.239004 , 0.237325 , 0.210369 , 0.297603 , 0.27447 , 0.290992 , 0.353376 
 745 , 0.130541 , 0.158901 , 0.149081 , 0.157237 , 0.220058 , 0.239261 , 0.207366 , 0.234322 , 0.191497 , 0.23338 , 0.29338 , 0.272689 , 0.303517 , 0.239956 , 0.238221 , 0.211064 , 0.298709 , 0.275347 , 0.29197 , 0.354888 
 746 , 0.131085 , 0.159515 , 0.14968 , 0.157849 , 0.221068 , 0.240314 , 0.208343 , 0.235387 , 0.192404 , 0.234215 , 0.294662 , 0.273743 , 0.304692 , 0.240952 , 0.239182 , 0.211799 , 0.299869 , 0.276275 , 0.292982 , 0.356468 
 747 , 0.131624 , 0.160128 , 0.150275 , 0.158465 , 0.222073 , 0.24135 , 0.209324 , 0.236452 , 0.193301 , 0.23505 , 0.295932 , 0.27479 , 0.305857 , 0.241937 , 0.240137 , 0.212519 , 0.301012 , 0.277203 , 0.293982 , 0.358033 
 748 , 0.132015 , 0.16069 , 0.15081 , 0.158925 , 0.22279 , 0.242104 , 0.210063 , 0.23723 , 0.193964 , 0.235662 , 0.296831 , 0.275536 , 0.306678 , 0.242623 , 0.240812 , 0.213002 , 0.301817 , 0.277976 , 0.294653 , 0.359141 
 749 , 0.132417 , 0.161278 , 0.151384 , 0.159444 , 0.223542 , 0.242949 , 0.210854 , 0.238071 , 0.194675 , 0.236414 , 0.297804 , 0.276346 , 0.307633 , 0.24337 , 0.241549 , 0.213563 , 0.302748 , 0.278897 , 0.29551 , 0.360371 
 750 , 0.132833 , 0.161888 , 0.151966 , 0.159977 , 0.224312 , 0.243813 , 0.211662 , 0.238931 , 0.195402 , 0.237192 , 0.298799 , 0.277169 , 0.308602 , 0.244136 , 0.242298 , 0.214139 , 0.303701 , 0.279838 , 0.296388 , 0.361631 
 751 , 0.133131 , 0.162282 , 0.152396 , 0.160382 , 0.224784 , 0.244343 , 0.212212 , 0.239443 , 0.195906 , 0.23759 , 0.299433 , 0.277621 , 0.309145 , 0.24457 , 0.242723 , 0.214472 , 0.304252 , 0.280394 , 0.296813 , 0.362375 
 752 , 0.133464 , 0.162725 , 0.152887 , 0.160828 , 0.225343 , 0.244926 , 0.212866 , 0.24001 , 0.196495 , 0.237973 , 0.300243 , 0.278189 , 0.309774 , 0.245133 , 0.243283 , 0.214923 , 0.304859 , 0.280967 , 0.297298 , 0.363322 
 753 , 0.133825 , 0.163187 , 0.153408 , 0.161306 , 0.225926 , 0.245536 , 0.213551 , 0.240617 , 0.19712 , 0.238375 , 0.301094 , 0.27878 , 0.310444 , 0.245737 , 0.24387 , 0.215391 , 0.305505 , 0.281577 , 0.297814 , 0.364322 
 754 , 0.134098 , 0.163578 , 0.153822 , 0.161627 , 0.226401 , 0.245888 , 0.214085 , 0.240979 , 0.197569 , 0.238555 , 0.301708 , 0.279135 , 0.310796 , 0.246178 , 0.244281 , 0.215793 , 0.305888 , 0.281883 , 0.298129 , 0.364989 
 755 , 0.134291 , 0.163956 , 0.154159 , 0.161821 , 0.226829 , 0.245982 , 0.214461 , 0.241114 , 0.197837 , 0.238489 , 0.30211 , 0.279305 , 0.310847 , 0.246499 , 0.244527 , 0.216256 , 0.306128 , 0.281984 , 0.298356 , 0.365349 
 756 , 0.134539 , 0.164408 , 0.154577 , 0.162071 , 0.227355 , 0.246159 , 0.214928 , 0.241336 , 0.198195 , 0.238488 , 0.302641 , 0.279571 , 0.311007 , 0.246916 , 0.244851 , 0.216849 , 0.306517 , 0.282208 , 0.298709 , 0.365853 
 757 , 0.134799 , 0.164906 , 0.155041 , 0.162361 , 0.227939 , 0.24636 , 0.21544 , 0.241591 , 0.198589 , 0.238494 , 0.303239 , 0.279886 , 0.311201 , 0.247383 , 0.245214 , 0.217508 , 0.306957 , 0.282458 , 0.299118 , 0.366415 
 758 , 0.135019 , 0.165545 , 0.155573 , 0.162774 , 0.228629 , 0.246643 , 0.215974 , 0.241963 , 0.199142 , 0.238628 , 0.30392 , 0.280485 , 0.311602 , 0.248002 , 0.245645 , 0.218318 , 0.307465 , 0.282713 , 0.299688 , 0.367133 
 759 , 0.135245 , 0.166211 , 0.156096 , 0.163198 , 0.229362 , 0.246893 , 0.216548 , 0.242292 , 0.199719 , 0.238728 , 0.304558 , 0.281124 , 0.312008 , 0.248672 , 0.246103 , 0.219124 , 0.307959 , 0.28291 , 0.300188 , 0.367845 
 760 , 0.135486 , 0.166944 , 0.156668 , 0.163667 , 0.230154 , 0.24717 , 0.217176 , 0.242654 , 0.200345 , 0.23883 , 0.305262 , 0.281823 , 0.312439 , 0.249407 , 0.246602 , 0.220008 , 0.308492 , 0.283109 , 0.30074 , 0.368623 
 761 , 0.136265 , 0.168165 , 0.157665 , 0.164711 , 0.231532 , 0.248329 , 0.218468 , 0.243846 , 0.201585 , 0.239881 , 0.306855 , 0.283383 , 0.314114 , 0.250972 , 0.24801 , 0.221338 , 0.310295 , 0.284506 , 0.302212 , 0.370647 
 762 , 0.136932 , 0.169146 , 0.158439 , 0.165528 , 0.232486 , 0.24912 , 0.219309 , 0.244668 , 0.202448 , 0.240663 , 0.307854 , 0.284251 , 0.315156 , 0.251963 , 0.248913 , 0.222059 , 0.311432 , 0.285332 , 0.303008 , 0.371734 
 763 , 0.137593 , 0.170122 , 0.159214 , 0.166346 , 0.233451 , 0.249907 , 0.220148 , 0.245486 , 0.203316 , 0.241448 , 0.308856 , 0.285127 , 0.316201 , 0.252953 , 0.249814 , 0.222778 , 0.312565 , 0.286154 , 0.303811 , 0.372828 
 764 , 0.138443 , 0.171145 , 0.160163 , 0.167332 , 0.23453 , 0.251153 , 0.221288 , 0.246735 , 0.204406 , 0.242656 , 0.31016 , 0.286314 , 0.31776 , 0.25425 , 0.251094 , 0.22364 , 0.314146 , 0.287483 , 0.305004 , 0.374441 
 765 , 0.139307 , 0.171966 , 0.161045 , 0.168233 , 0.235389 , 0.252442 , 0.222419 , 0.248002 , 0.205386 , 0.243813 , 0.311115 , 0.287322 , 0.319189 , 0.255336 , 0.252257 , 0.224177 , 0.315489 , 0.288795 , 0.305961 , 0.375879 
 766 , 0.140057 , 0.17265 , 0.161792 , 0.168991 , 0.236073 , 0.253479 , 0.223352 , 0.249018 , 0.206177 , 0.244703 , 0.311752 , 0.288061 , 0.320263 , 0.256151 , 0.253141 , 0.224519 , 0.316471 , 0.289798 , 0.306595 , 0.376951 
 767 , 0.140757 , 0.173296 , 0.162488 , 0.169684 , 0.236717 , 0.25443 , 0.224206 , 0.24996 , 0.206912 , 0.245524 , 0.312351 , 0.288752 , 0.321257 , 0.256911 , 0.253958 , 0.224838 , 0.317393 , 0.290727 , 0.307216 , 0.37796 
 768 , 0.141406 , 0.173934 , 0.163114 , 0.170245 , 0.237299 , 0.255217 , 0.224855 , 0.250779 , 0.207571 , 0.246228 , 0.312894 , 0.289402 , 0.322171 , 0.257603 , 0.254589 , 0.225149 , 0.318228 , 0.291501 , 0.307922 , 0.378912 
 769 , 0.142009 , 0.174531 , 0.163735 , 0.170774 , 0.237807 , 0.255984 , 0.225444 , 0.251543 , 0.208172 , 0.246902 , 0.31342 , 0.290039 , 0.323084 , 0.258254 , 0.25518 , 0.225424 , 0.319005 , 0.292196 , 0.308551 , 0.379736 
 770 , 0.142578 , 0.175097 , 0.16432 , 0.171279 , 0.238283 , 0.256711 , 0.226003 , 0.252275 , 0.208744 , 0.247544 , 0.313924 , 0.290646 , 0.32395 , 0.258871 , 0.255737 , 0.225688 , 0.319749 , 0.29286 , 0.309153 , 0.380513 
 771 , 0.142999 , 0.175556 , 0.164805 , 0.17173 , 0.238731 , 0.257173 , 0.226404 , 0.252723 , 0.209111 , 0.247966 , 0.314281 , 0.291014 , 0.324487 , 0.2593 , 0.256147 , 0.225929 , 0.320206 , 0.293182 , 0.309449 , 0.380888 
 772 , 0.143451 , 0.176063 , 0.165274 , 0.172235 , 0.239352 , 0.257729 , 0.226902 , 0.253254 , 0.209581 , 0.248486 , 0.314868 , 0.291458 , 0.325078 , 0.259888 , 0.256728 , 0.226316 , 0.320876 , 0.293706 , 0.309957 , 0.38155 
 773 , 0.143889 , 0.176562 , 0.165735 , 0.172732 , 0.239956 , 0.258272 , 0.227395 , 0.25378 , 0.210048 , 0.248995 , 0.315454 , 0.291895 , 0.32566 , 0.260471 , 0.257296 , 0.226698 , 0.32153 , 0.294216 , 0.31045 , 0.382193 
 774 , 0.144306 , 0.177066 , 0.166191 , 0.173175 , 0.240516 , 0.258711 , 0.227848 , 0.254236 , 0.210458 , 0.249383 , 0.3159 , 0.292282 , 0.326087 , 0.260945 , 0.257742 , 0.227044 , 0.322017 , 0.294605 , 0.310827 , 0.382684 
 775 , 0.144761 , 0.177658 , 0.166734 , 0.173646 , 0.241096 , 0.25916 , 0.228342 , 0.254789 , 0.210886 , 0.249755 , 0.316363 , 0.292775 , 0.326603 , 0.26146 , 0.258214 , 0.227513 , 0.322502 , 0.294978 , 0.311253 , 0.383199 
 776 , 0.145236 , 0.178267 , 0.167314 , 0.174143 , 0.241707 , 0.259655 , 0.228872 , 0.2554 , 0.21134 , 0.250169 , 0.316875 , 0.293315 , 0.327211 , 0.262021 , 0.258741 , 0.228035 , 0.323046 , 0.295384 , 0.311734 , 0.383781 
 777 , 0.145703 , 0.178867 , 0.167877 , 0.174641 , 0.2423 , 0.26013 , 0.229388 , 0.255995 , 0.211794 , 0.25057 , 0.317368 , 0.293835 , 0.327803 , 0.262559 , 0.259249 , 0.228549 , 0.323585 , 0.295784 , 0.312193 , 0.384347 
 778 , 0.146162 , 0.179459 , 0.168397 , 0.175124 , 0.242799 , 0.260552 , 0.22989 , 0.256489 , 0.212255 , 0.250919 , 0.317751 , 0.294261 , 0.328367 , 0.26302 , 0.259674 , 0.229032 , 0.324129 , 0.296227 , 0.312593 , 0.384911 
 779 , 0.146645 , 0.180083 , 0.168944 , 0.175616 , 0.243351 , 0.260988 , 0.230439 , 0.256982 , 0.212768 , 0.251322 , 0.318192 , 0.294769 , 0.328982 , 0.263522 , 0.260123 , 0.229546 , 0.324731 , 0.296751 , 0.313076 , 0.385592 
 780 , 0.14713 , 0.180717 , 0.169501 , 0.176119 , 0.243908 , 0.261435 , 0.230993 , 0.25748 , 0.213284 , 0.251728 , 0.318643 , 0.295274 , 0.329601 , 0.264028 , 0.260582 , 0.230063 , 0.325338 , 0.297286 , 0.313556 , 0.386286 
 781 , 0.147623 , 0.181349 , 0.170007 , 0.176601 , 0.244418 , 0.2618 , 0.231532 , 0.257858 , 0.21382 , 0.252008 , 0.319145 , 0.295646 , 0.330074 , 0.264487 , 0.261029 , 0.230452 , 0.325795 , 0.297624 , 0.313835 , 0.386857 
 782 , 0.148192 , 0.181995 , 0.170575 , 0.177173 , 0.244998 , 0.262278 , 0.232181 , 0.258369 , 0.214444 , 0.252346 , 0.319785 , 0.296096 , 0.330636 , 0.265044 , 0.261576 , 0.23096 , 0.326327 , 0.298117 , 0.314233 , 0.387574 
 783 , 0.14877 , 0.182658 , 0.171146 , 0.177748 , 0.245587 , 0.262766 , 0.23284 , 0.258882 , 0.215078 , 0.252688 , 0.320436 , 0.296549 , 0.331209 , 0.265604 , 0.262141 , 0.231477 , 0.326869 , 0.298621 , 0.314641 , 0.388303 
 784 , 0.149249 , 0.183281 , 0.171742 , 0.178327 , 0.246145 , 0.263263 , 0.233445 , 0.259393 , 0.215694 , 0.253033 , 0.320977 , 0.297006 , 0.331678 , 0.26619 , 0.262672 , 0.23201 , 0.327421 , 0.29911 , 0.315074 , 0.389005 
 785 , 0.149607 , 0.183929 , 0.172317 , 0.178894 , 0.246687 , 0.263764 , 0.233969 , 0.259863 , 0.216294 , 0.253391 , 0.321409 , 0.297509 , 0.332092 , 0.266834 , 0.263236 , 0.232533 , 0.32805 , 0.299523 , 0.315508 , 0.389639 
 786 , 0.149971 , 0.184606 , 0.172899 , 0.179464 , 0.247241 , 0.264273 , 0.234498 , 0.260335 , 0.21691 , 0.253756 , 0.321849 , 0.298041 , 0.332521 , 0.267513 , 0.263829 , 0.233061 , 0.328717 , 0.299936 , 0.315947 , 0.390281 
 787 , 0.150363 , 0.185283 , 0.173481 , 0.18002 , 0.247796 , 0.26477 , 0.235042 , 0.260817 , 0.217519 , 0.254151 , 0.322329 , 0.29857 , 0.332968 , 0.268208 , 0.264424 , 0.233605 , 0.329382 , 0.300352 , 0.316382 , 0.390922 
 788 , 0.150882 , 0.185884 , 0.174062 , 0.18047 , 0.248318 , 0.26521 , 0.235671 , 0.261304 , 0.218074 , 0.254614 , 0.322892 , 0.299007 , 0.333439 , 0.268883 , 0.264977 , 0.234211 , 0.329984 , 0.300762 , 0.316752 , 0.391544 
 789 , 0.151412 , 0.186447 , 0.174693 , 0.180937 , 0.248861 , 0.265666 , 0.236339 , 0.2618 , 0.218645 , 0.255056 , 0.323474 , 0.29941 , 0.33388 , 0.269553 , 0.265497 , 0.234871 , 0.330585 , 0.30118 , 0.317103 , 0.392174 
 790 , 0.151952 , 0.187027 , 0.175349 , 0.181414 , 0.249423 , 0.266134 , 0.237011 , 0.262314 , 0.219234 , 0.255516 , 0.324061 , 0.299817 , 0.334326 , 0.270229 , 0.266028 , 0.235543 , 0.331192 , 0.301603 , 0.317467 , 0.392819 
 791 , 0.152458 , 0.187675 , 0.175929 , 0.181951 , 0.250027 , 0.266672 , 0.237674 , 0.262895 , 0.219857 , 0.255872 , 0.324618 , 0.300265 , 0.334868 , 0.270879 , 0.266608 , 0.236015 , 0.331741 , 0.302136 , 0.317898 , 0.393556 
 792 , 0.152986 , 0.188371 , 0.176461 , 0.182487 , 0.250587 , 0.26716 , 0.238295 , 0.263423 , 0.22045 , 0.256189 , 0.325102 , 0.300723 , 0.335494 , 0.271519 , 0.26716 , 0.236381 , 0.332216 , 0.302623 , 0.318348 , 0.394241 
 793 , 0.153531 , 0.189093 , 0.176996 , 0.183034 , 0.25116 , 0.267668 , 0.238922 , 0.263963 , 0.221056 , 0.256512 , 0.325606 , 0.301187 , 0.336134 , 0.272172 , 0.267718 , 0.236751 , 0.332698 , 0.303117 , 0.318812 , 0.394941 
 794 , 0.154027 , 0.189779 , 0.177572 , 0.18359 , 0.251728 , 0.268165 , 0.239485 , 0.264487 , 0.221627 , 0.256877 , 0.326096 , 0.301625 , 0.336769 , 0.272769 , 0.268256 , 0.237187 , 0.333218 , 0.303563 , 0.319278 , 0.395648 
 795 , 0.15444 , 0.190424 , 0.178167 , 0.18415 , 0.252293 , 0.268671 , 0.23998 , 0.265045 , 0.222187 , 0.25725 , 0.326554 , 0.302034 , 0.337323 , 0.273273 , 0.268855 , 0.237665 , 0.333819 , 0.303981 , 0.319679 , 0.396347 
 796 , 0.15485 , 0.191077 , 0.178774 , 0.184716 , 0.252866 , 0.26919 , 0.240486 , 0.265623 , 0.222759 , 0.257617 , 0.327008 , 0.302446 , 0.337864 , 0.27377 , 0.26948 , 0.238153 , 0.334447 , 0.304424 , 0.320066 , 0.397059 
 797 , 0.155289 , 0.191727 , 0.179371 , 0.185265 , 0.25344 , 0.269716 , 0.241026 , 0.266201 , 0.223329 , 0.257978 , 0.327487 , 0.302902 , 0.33841 , 0.274297 , 0.270107 , 0.23864 , 0.335093 , 0.304876 , 0.32045 , 0.397764 
 798 , 0.155792 , 0.192387 , 0.179888 , 0.185743 , 0.25396 , 0.270244 , 0.241674 , 0.266716 , 0.223839 , 0.258271 , 0.328018 , 0.303482 , 0.338953 , 0.27489 , 0.270678 , 0.239092 , 0.335723 , 0.305353 , 0.32084 , 0.39837 
 799 , 0.156332 , 0.193086 , 0.180426 , 0.186235 , 0.254489 , 0.270756 , 0.24235 , 0.267235 , 0.22435 , 0.258595 , 0.328567 , 0.304067 , 0.339516 , 0.275518 , 0.271198 , 0.239584 , 0.336315 , 0.305863 , 0.321289 , 0.398959 
 800 , 0.156887 , 0.193801 , 0.18098 , 0.186744 , 0.25503 , 0.271273 , 0.243044 , 0.267766 , 0.224873 , 0.258923 , 0.32913 , 0.304673 , 0.340095 , 0.276152 , 0.27173 , 0.240087 , 0.336923 , 0.306387 , 0.321752 , 0.399559 
 801 , 0.15736 , 0.194425 , 0.181506 , 0.18716 , 0.255493 , 0.271643 , 0.243578 , 0.26829 , 0.225428 , 0.259312 , 0.329537 , 0.30509 , 0.340507 , 0.276716 , 0.272195 , 0.240554 , 0.337412 , 0.30686 , 0.322243 , 0.400049 
 802 , 0.157836 , 0.194978 , 0.182023 , 0.187577 , 0.25599 , 0.27205 , 0.244113 , 0.268823 , 0.22602 , 0.259698 , 0.329972 , 0.305455 , 0.340901 , 0.277295 , 0.272711 , 0.24098 , 0.338005 , 0.307273 , 0.322715 , 0.40062 
 803 , 0.158325 , 0.195554 , 0.182553 , 0.188009 , 0.256498 , 0.272461 , 0.244665 , 0.269369 , 0.226621 , 0.260102 , 0.330422 , 0.305826 , 0.341304 , 0.277894 , 0.273232 , 0.241423 , 0.338608 , 0.3077 , 0.323194 , 0.401211 
 804 , 0.158825 , 0.196087 , 0.183089 , 0.188436 , 0.256966 , 0.272877 , 0.245222 , 0.269797 , 0.227146 , 0.260335 , 0.3308 , 0.306117 , 0.34169 , 0.278455 , 0.273746 , 0.241824 , 0.339161 , 0.307993 , 0.32349 , 0.401794 
 805 , 0.15932 , 0.196688 , 0.183684 , 0.188949 , 0.257394 , 0.273358 , 0.24583 , 0.270238 , 0.22767 , 0.260558 , 0.331207 , 0.306508 , 0.342182 , 0.279046 , 0.274318 , 0.242303 , 0.339709 , 0.308377 , 0.323708 , 0.402488 
 806 , 0.159828 , 0.19733 , 0.184307 , 0.189502 , 0.257829 , 0.273866 , 0.246477 , 0.270714 , 0.228229 , 0.260814 , 0.331637 , 0.306947 , 0.342727 , 0.279667 , 0.274924 , 0.242829 , 0.340268 , 0.308815 , 0.323939 , 0.403226 
 807 , 0.160261 , 0.197962 , 0.184875 , 0.190051 , 0.258209 , 0.274295 , 0.24705 , 0.271113 , 0.228742 , 0.260995 , 0.332005 , 0.307318 , 0.343142 , 0.280183 , 0.275439 , 0.243296 , 0.340708 , 0.30918 , 0.324079 , 0.403799 
 808 , 0.16055 , 0.198598 , 0.185325 , 0.19063 , 0.258543 , 0.274575 , 0.247506 , 0.271358 , 0.229208 , 0.261007 , 0.332299 , 0.307539 , 0.343315 , 0.280551 , 0.275814 , 0.243684 , 0.340954 , 0.309406 , 0.324147 , 0.404071 
 809 , 0.160933 , 0.199321 , 0.185847 , 0.191273 , 0.259024 , 0.274972 , 0.24806 , 0.271699 , 0.229787 , 0.261075 , 0.332765 , 0.307859 , 0.343618 , 0.28108 , 0.276341 , 0.244158 , 0.341397 , 0.309717 , 0.324391 , 0.404521 
 810 , 0.161336 , 0.20008 , 0.1864 , 0.191944 , 0.259519 , 0.275391 , 0.248648 , 0.272062 , 0.23039 , 0.261146 , 0.333239 , 0.308183 , 0.343932 , 0.281633 , 0.276899 , 0.244665 , 0.341851 , 0.310033 , 0.324649 , 0.40499 
 811 , 0.161761 , 0.200768 , 0.18697 , 0.192447 , 0.259947 , 0.275708 , 0.249104 , 0.272387 , 0.230977 , 0.261216 , 0.333745 , 0.308372 , 0.344253 , 0.282178 , 0.277395 , 0.245156 , 0.342305 , 0.310245 , 0.324917 , 0.405335 
 812 , 0.162168 , 0.201463 , 0.187531 , 0.192931 , 0.260353 , 0.275963 , 0.249574 , 0.272689 , 0.231544 , 0.261341 , 0.334201 , 0.308583 , 0.344582 , 0.282711 , 0.277873 , 0.245664 , 0.342785 , 0.310426 , 0.325212 , 0.4056 
 813 , 0.1626 , 0.202192 , 0.188115 , 0.193439 , 0.260786 , 0.276225 , 0.250078 , 0.273006 , 0.232151 , 0.261471 , 0.334691 , 0.3088 , 0.344925 , 0.283271 , 0.278368 , 0.246206 , 0.343286 , 0.31062 , 0.325532 , 0.405888 
 814 , 0.163115 , 0.202961 , 0.18876 , 0.194017 , 0.261415 , 0.276652 , 0.250744 , 0.27355 , 0.232788 , 0.261835 , 0.335301 , 0.309288 , 0.345454 , 0.283974 , 0.279047 , 0.246824 , 0.344065 , 0.311038 , 0.326095 , 0.406597 
 815 , 0.163622 , 0.2036 , 0.189384 , 0.194614 , 0.262002 , 0.277039 , 0.251368 , 0.274059 , 0.233313 , 0.26213 , 0.335742 , 0.309717 , 0.345849 , 0.284565 , 0.27962 , 0.247364 , 0.34463 , 0.31141 , 0.326462 , 0.407238 
 816 , 0.164138 , 0.204243 , 0.190029 , 0.195225 , 0.262581 , 0.277415 , 0.251985 , 0.27456 , 0.233835 , 0.2624 , 0.336153 , 0.310126 , 0.346213 , 0.285141 , 0.280172 , 0.247898 , 0.345148 , 0.311765 , 0.326772 , 0.407844 
 817 , 0.164736 , 0.204944 , 0.190716 , 0.195882 , 0.263187 , 0.277921 , 0.252674 , 0.275172 , 0.234473 , 0.262787 , 0.336715 , 0.310683 , 0.346813 , 0.285844 , 0.280836 , 0.248543 , 0.345838 , 0.312306 , 0.327252 , 0.40865 
 818 , 0.165399 , 0.205656 , 0.191383 , 0.196469 , 0.263705 , 0.278513 , 0.253328 , 0.275823 , 0.235189 , 0.263283 , 0.337436 , 0.311317 , 0.347663 , 0.286569 , 0.281505 , 0.249191 , 0.346653 , 0.312997 , 0.327813 , 0.409585 
 819 , 0.166002 , 0.206326 , 0.191968 , 0.196978 , 0.264114 , 0.278971 , 0.253859 , 0.276348 , 0.235805 , 0.26369 , 0.338065 , 0.311783 , 0.34835 , 0.287102 , 0.282031 , 0.249672 , 0.347285 , 0.313506 , 0.328166 , 0.410347 
 820 , 0.166619 , 0.207014 , 0.192579 , 0.197497 , 0.264549 , 0.279446 , 0.254418 , 0.276892 , 0.236437 , 0.264109 , 0.338701 , 0.312256 , 0.349059 , 0.287645 , 0.282576 , 0.25016 , 0.347938 , 0.314022 , 0.328532 , 0.411126 
 821 , 0.167226 , 0.207686 , 0.193166 , 0.198155 , 0.265227 , 0.280071 , 0.255114 , 0.277517 , 0.237087 , 0.26463 , 0.339283 , 0.312889 , 0.349774 , 0.288227 , 0.283299 , 0.250692 , 0.348715 , 0.314749 , 0.328981 , 0.411993 
 822 , 0.167851 , 0.208363 , 0.193736 , 0.198819 , 0.266011 , 0.280714 , 0.255822 , 0.278169 , 0.23771 , 0.265049 , 0.339778 , 0.313522 , 0.350383 , 0.288827 , 0.283986 , 0.251224 , 0.349535 , 0.315446 , 0.329476 , 0.412863 
 823 , 0.168481 , 0.209046 , 0.19431 , 0.199495 , 0.266809 , 0.281363 , 0.256536 , 0.278835 , 0.238345 , 0.265472 , 0.340279 , 0.314162 , 0.351007 , 0.289434 , 0.284681 , 0.251768 , 0.350354 , 0.316151 , 0.329977 , 0.413742 
 824 , 0.169069 , 0.209756 , 0.194948 , 0.200054 , 0.267524 , 0.282028 , 0.257206 , 0.279627 , 0.238902 , 0.265951 , 0.340859 , 0.314798 , 0.351769 , 0.290143 , 0.285325 , 0.252328 , 0.351215 , 0.316804 , 0.330617 , 0.414582 
 825 , 0.169577 , 0.210412 , 0.19552 , 0.200494 , 0.268025 , 0.28259 , 0.257773 , 0.280339 , 0.239344 , 0.26639 , 0.341359 , 0.315348 , 0.352578 , 0.29085 , 0.2858 , 0.252791 , 0.351848 , 0.317287 , 0.331183 , 0.415211 
 826 , 0.170077 , 0.211066 , 0.19608 , 0.200923 , 0.268502 , 0.283144 , 0.258321 , 0.28105 , 0.23978 , 0.266819 , 0.341852 , 0.315894 , 0.353388 , 0.291551 , 0.286251 , 0.253242 , 0.352444 , 0.317752 , 0.331732 , 0.415827 
 827 , 0.170597 , 0.211733 , 0.196604 , 0.201357 , 0.269017 , 0.283659 , 0.258848 , 0.281632 , 0.240208 , 0.267258 , 0.342421 , 0.31643 , 0.354145 , 0.292251 , 0.286721 , 0.253676 , 0.353078 , 0.31825 , 0.332267 , 0.416488 
 828 , 0.171137 , 0.212424 , 0.197128 , 0.201805 , 0.269594 , 0.284106 , 0.259333 , 0.282034 , 0.240617 , 0.267751 , 0.34302 , 0.316846 , 0.354706 , 0.292874 , 0.287221 , 0.25407 , 0.353761 , 0.318774 , 0.332714 , 0.417086 
 829 , 0.171669 , 0.213117 , 0.197698 , 0.202263 , 0.270183 , 0.284542 , 0.259832 , 0.282431 , 0.241021 , 0.268285 , 0.343559 , 0.317187 , 0.355167 , 0.293445 , 0.287728 , 0.254443 , 0.354443 , 0.31926 , 0.333124 , 0.417576 
 830 , 0.172204 , 0.213807 , 0.198274 , 0.202735 , 0.270773 , 0.285002 , 0.260342 , 0.282844 , 0.241455 , 0.268837 , 0.344096 , 0.317538 , 0.355655 , 0.294014 , 0.288235 , 0.254822 , 0.355114 , 0.319749 , 0.33355 , 0.418082 
 831 , 0.172838 , 0.214416 , 0.198864 , 0.203312 , 0.271402 , 0.285645 , 0.260869 , 0.283466 , 0.242079 , 0.269544 , 0.344641 , 0.318007 , 0.356317 , 0.294533 , 0.288828 , 0.255278 , 0.355616 , 0.320269 , 0.334131 , 0.418764 
 832 , 0.173463 , 0.214949 , 0.199392 , 0.203839 , 0.272031 , 0.286249 , 0.261309 , 0.284033 , 0.242653 , 0.27012 , 0.345242 , 0.318506 , 0.357 , 0.295036 , 0.289401 , 0.255728 , 0.356025 , 0.32076 , 0.334695 , 0.419527 
 833 , 0.174079 , 0.215482 , 0.199912 , 0.204366 , 0.272653 , 0.286852 , 0.261758 , 0.284591 , 0.243219 , 0.270689 , 0.345835 , 0.319005 , 0.357667 , 0.29554 , 0.289966 , 0.256177 , 0.356441 , 0.321243 , 0.33526 , 0.42029 
 834 , 0.174627 , 0.215938 , 0.200335 , 0.204836 , 0.273394 , 0.287299 , 0.262238 , 0.285106 , 0.243627 , 0.271124 , 0.346376 , 0.319541 , 0.358248 , 0.296079 , 0.290543 , 0.256534 , 0.356907 , 0.321658 , 0.335753 , 0.421048 
 835 , 0.175196 , 0.21644 , 0.200716 , 0.205259 , 0.27407 , 0.287724 , 0.262775 , 0.285616 , 0.244007 , 0.271581 , 0.346846 , 0.320116 , 0.358742 , 0.296636 , 0.291035 , 0.256801 , 0.357395 , 0.322049 , 0.336152 , 0.421699 
