AUG5HIST00005.spu,AUG5HIST00004.spu,
Wavelength,AUG5HIST00006.spu,AUG5HIST00007.spu,AUG5HIST00008.spu,AUG5HIST00009.spu,AUG5HIST00010.spu,AUG5HIST00011.spu,AUG5HIST00012.spu,AUG5HIST00013.spu,AUG5HIST00014.spu,AUG5HIST00015.spu,AUG5HIST00016.spu,AUG5HIST00017.spu,AUG5HIST00018.spu,AUG5HIST00019.spu,AUG5HIST00020.spu,AUG5HIST00021.spu,AUG5HIST00022.spu,AUG5HIST00023.spu,AUG5HIST00024.spu,AUG5HIST00025.spu,AUG5HIST00026.spu,AUG5HIST00027.spu,AUG5HIST00028.spu,AUG5HIST00029.spu,AUG5HIST00030.spu,AUG5HIST00031.spu,AUG5HIST00032.spu,AUG5HIST00033.spu,AUG5HIST00034.spu,AUG5HIST00035.spu,AUG5HIST00036.spu,AUG5HIST00037.spu,AUG5HIST00038.spu,AUG5HIST00039.spu,AUG5HIST00040.spu,AUG5HIST00041.spu,AUG5HIST00042.spu,AUG5HIST00043.spu,AUG5HIST00044.spu,AUG5HIST00045.spu,AUG5HIST00046.spu,AUG5HIST00047.spu,AUG5HIST00048.spu,AUG5HIST00049.spu,AUG5HIST00050.spu,AUG5HIST00051.spu,AUG5HIST00052.spu,AUG5HIST00053.spu,AUG5HIST00054.spu,AUG5HIST00055.spu,AUG5HIST00056.spu,AUG5HIST00057.spu,AUG5HIST00058.spu,AUG5HIST00059.spu,AUG5HIST00060.spu,AUG5HIST00061.spu,AUG5HIST00062.spu,AUG5HIST00063.spu,AUG5HIST00064.spu,AUG5HIST00065.spu,AUG5HIST00066.spu,AUG5HIST00067.spu,AUG5HIST00068.spu,AUG5HIST00069.spu,AUG5HIST00070.spu,AUG5HIST00071.spu,AUG5HIST00072.spu,AUG5HIST00073.spu,AUG5HIST00074.spu,AUG5HIST00075.spu,AUG5HIST00076.spu,AUG5HIST00077.spu,AUG5HIST00078.spu,AUG5HIST00079.spu,AUG5HIST00080.spu,AUG5HIST00081.spu,AUG5HIST00082.spu,AUG5HIST00083.spu,AUG5HIST00084.spu,AUG5HIST00085.spu
 700 , 0.135101 , 0.123392 , 0.116584 , 0.121166 , 0.116196 , 0.113596 , 0.109223 , 0.121101 , 0.136117 , 0.153135 , 0.098486 , 0.112032 , 0.05308 , 0.106838 , 0.129458 , 0.061616 , 0.07468 , 0.087031 , 0.083674 , 0.081901 , 0.113925 , 0.126395 , 0.102311 , 0.112993 , 0.128836 , 0.119652 , 0.125813 , 0.133293 , 0.122919 , 0.125529 , 0.123995 , 0.101215 , 0.059873 , 0.079939 , 0.081269 , 0.082858 , 0.107291 , 0.129902 , 0.058957 , 0.101374 , 0.142661 , 0.1075 , 0.154011 , 0.132317 , 0.116325 , 0.141127 , 0.103317 , 0.114816 , 0.126933 , 0.089297 , 0.1049 , 0.092131 , 0.119712 , 0.098725 , 0.09993 , 0.07717 , 0.096489 , 0.075248 , 0.092803 , 0.068435 , 0.110583 , 0.07338 , 0.115349 , 0.107181 , 0.12399 , 0.10638 , 0.101673 , 0.107336 , 0.09482 , 0.094188 , 0.080293 , 0.052956 , 0.094367 , 0.102858 , 0.076607 , 0.078729 , 0.072992 , 0.088535 , 0.078848 , 0.035415 
 701 , 0.141761 , 0.129681 , 0.121717 , 0.125967 , 0.122333 , 0.118301 , 0.115684 , 0.126876 , 0.143677 , 0.162147 , 0.103073 , 0.115759 , 0.055042 , 0.110943 , 0.133206 , 0.064515 , 0.077871 , 0.090646 , 0.088084 , 0.085045 , 0.120098 , 0.132759 , 0.106683 , 0.117869 , 0.135678 , 0.125336 , 0.133265 , 0.139551 , 0.129001 , 0.132402 , 0.130818 , 0.106673 , 0.061586 , 0.082786 , 0.085006 , 0.086346 , 0.111812 , 0.136105 , 0.060201 , 0.106211 , 0.148131 , 0.11271 , 0.161064 , 0.138454 , 0.120808 , 0.148235 , 0.109677 , 0.121871 , 0.132183 , 0.093719 , 0.109677 , 0.09498 , 0.124954 , 0.102681 , 0.105884 , 0.082295 , 0.101425 , 0.079336 , 0.098108 , 0.071168 , 0.116221 , 0.077504 , 0.120044 , 0.112854 , 0.13049 , 0.113008 , 0.107547 , 0.113003 , 0.101797 , 0.10065 , 0.083303 , 0.054843 , 0.098213 , 0.108396 , 0.081158 , 0.082374 , 0.074728 , 0.090914 , 0.081451 , 0.036696 
 702 , 0.148564 , 0.13605 , 0.126942 , 0.130853 , 0.128658 , 0.1231 , 0.122329 , 0.132821 , 0.151392 , 0.171382 , 0.107798 , 0.119526 , 0.057127 , 0.115234 , 0.137053 , 0.067456 , 0.081162 , 0.094378 , 0.092633 , 0.088267 , 0.126482 , 0.139249 , 0.111125 , 0.122853 , 0.142641 , 0.13116 , 0.140895 , 0.145919 , 0.135115 , 0.139382 , 0.13781 , 0.112282 , 0.063362 , 0.085686 , 0.088821 , 0.089904 , 0.116426 , 0.142344 , 0.061488 , 0.111115 , 0.153746 , 0.118023 , 0.168297 , 0.144757 , 0.12539 , 0.155481 , 0.116252 , 0.129182 , 0.137627 , 0.098255 , 0.114547 , 0.097889 , 0.13029 , 0.106764 , 0.112045 , 0.087629 , 0.106561 , 0.083585 , 0.10356 , 0.074013 , 0.121993 , 0.08177 , 0.12488 , 0.118665 , 0.137202 , 0.119867 , 0.113573 , 0.118789 , 0.109088 , 0.107353 , 0.086433 , 0.056821 , 0.102171 , 0.114196 , 0.085909 , 0.086136 , 0.076519 , 0.093335 , 0.084134 , 0.038017 
 703 , 0.155307 , 0.142367 , 0.13212 , 0.135705 , 0.134927 , 0.127866 , 0.128919 , 0.138713 , 0.159039 , 0.180542 , 0.112488 , 0.123262 , 0.059196 , 0.11949 , 0.140865 , 0.070373 , 0.084426 , 0.098081 , 0.09715 , 0.091458 , 0.132809 , 0.145681 , 0.115531 , 0.127802 , 0.149541 , 0.136936 , 0.148468 , 0.152234 , 0.141175 , 0.146306 , 0.144745 , 0.117841 , 0.06512 , 0.088568 , 0.092605 , 0.093427 , 0.121002 , 0.148527 , 0.062761 , 0.115974 , 0.159315 , 0.123291 , 0.175471 , 0.151004 , 0.129939 , 0.162663 , 0.122769 , 0.136429 , 0.143027 , 0.102753 , 0.119382 , 0.100779 , 0.135587 , 0.110819 , 0.118151 , 0.092925 , 0.111656 , 0.087799 , 0.108958 , 0.076834 , 0.127718 , 0.085997 , 0.129673 , 0.124429 , 0.143864 , 0.126664 , 0.119544 , 0.124522 , 0.116314 , 0.114 , 0.089542 , 0.058782 , 0.106092 , 0.119953 , 0.090621 , 0.089863 , 0.078296 , 0.095732 , 0.086795 , 0.039323 
 704 , 0.16199 , 0.148635 , 0.137232 , 0.1405 , 0.141152 , 0.132571 , 0.1355 , 0.144592 , 0.166637 , 0.189668 , 0.117149 , 0.126997 , 0.061254 , 0.123734 , 0.144592 , 0.07328 , 0.087612 , 0.101762 , 0.10164 , 0.094599 , 0.139145 , 0.152069 , 0.119872 , 0.132708 , 0.156402 , 0.142644 , 0.15598 , 0.158453 , 0.147104 , 0.153158 , 0.151657 , 0.12339 , 0.066832 , 0.091414 , 0.09637 , 0.096934 , 0.12553 , 0.154601 , 0.064006 , 0.12077 , 0.164851 , 0.128503 , 0.182618 , 0.157201 , 0.13443 , 0.169787 , 0.129308 , 0.143723 , 0.148463 , 0.107253 , 0.124141 , 0.103597 , 0.140784 , 0.114789 , 0.124264 , 0.098239 , 0.116766 , 0.092023 , 0.114338 , 0.079629 , 0.133424 , 0.090207 , 0.13446 , 0.130137 , 0.150514 , 0.133459 , 0.12549 , 0.130186 , 0.123631 , 0.120706 , 0.092626 , 0.060704 , 0.11 , 0.125736 , 0.095364 , 0.093554 , 0.080046 , 0.098068 , 0.089403 , 0.040621 
 705 , 0.168596 , 0.15486 , 0.142276 , 0.145224 , 0.147321 , 0.137197 , 0.142174 , 0.150479 , 0.174208 , 0.198847 , 0.121813 , 0.130749 , 0.063317 , 0.127982 , 0.148143 , 0.076188 , 0.090644 , 0.105441 , 0.106121 , 0.097659 , 0.145601 , 0.158394 , 0.124125 , 0.137588 , 0.163278 , 0.148226 , 0.163459 , 0.164514 , 0.152802 , 0.159953 , 0.158609 , 0.128994 , 0.068445 , 0.094222 , 0.100137 , 0.100435 , 0.130001 , 0.160511 , 0.065184 , 0.125494 , 0.170347 , 0.133663 , 0.189783 , 0.163405 , 0.138845 , 0.176873 , 0.135975 , 0.151218 , 0.154038 , 0.111782 , 0.128794 , 0.106297 , 0.145811 , 0.118577 , 0.130451 , 0.103672 , 0.121974 , 0.096329 , 0.119755 , 0.082401 , 0.139162 , 0.094432 , 0.13929 , 0.135784 , 0.157226 , 0.140311 , 0.131443 , 0.135765 , 0.131263 , 0.127645 , 0.095693 , 0.062544 , 0.113918 , 0.131639 , 0.10022 , 0.097194 , 0.081741 , 0.100284 , 0.091924 , 0.041924 
 706 , 0.175162 , 0.161051 , 0.1473 , 0.149924 , 0.153443 , 0.1418 , 0.148824 , 0.156334 , 0.181747 , 0.207983 , 0.126448 , 0.134474 , 0.06537 , 0.132206 , 0.151676 , 0.079077 , 0.09366 , 0.109095 , 0.110575 , 0.100699 , 0.152026 , 0.164672 , 0.128356 , 0.142437 , 0.170119 , 0.153764 , 0.170888 , 0.170533 , 0.158466 , 0.166721 , 0.165519 , 0.134572 , 0.070043 , 0.097024 , 0.103882 , 0.103921 , 0.13445 , 0.166395 , 0.066354 , 0.130196 , 0.175799 , 0.138801 , 0.19691 , 0.169588 , 0.143221 , 0.183928 , 0.142598 , 0.158675 , 0.159586 , 0.116284 , 0.133428 , 0.108983 , 0.150795 , 0.122325 , 0.136611 , 0.109066 , 0.127144 , 0.100611 , 0.125138 , 0.085152 , 0.144852 , 0.098635 , 0.144107 , 0.141401 , 0.163893 , 0.14712 , 0.137356 , 0.141313 , 0.13886 , 0.134552 , 0.098732 , 0.064373 , 0.117818 , 0.137502 , 0.10505 , 0.100806 , 0.083419 , 0.102495 , 0.094429 , 0.043218 
 707 , 0.181687 , 0.16721 , 0.152302 , 0.154604 , 0.159529 , 0.146375 , 0.155438 , 0.16216 , 0.189243 , 0.217076 , 0.13106 , 0.138175 , 0.06741 , 0.136411 , 0.155186 , 0.081955 , 0.096664 , 0.112726 , 0.115003 , 0.103726 , 0.158424 , 0.170918 , 0.132562 , 0.147267 , 0.176932 , 0.159272 , 0.17828 , 0.17652 , 0.164099 , 0.173453 , 0.172401 , 0.140123 , 0.071632 , 0.099814 , 0.107608 , 0.107385 , 0.138877 , 0.172246 , 0.067517 , 0.134874 , 0.181226 , 0.143918 , 0.204005 , 0.17574 , 0.147577 , 0.190953 , 0.149191 , 0.166086 , 0.165107 , 0.120761 , 0.138034 , 0.111654 , 0.155753 , 0.126054 , 0.14274 , 0.114432 , 0.132291 , 0.104864 , 0.130498 , 0.087897 , 0.150519 , 0.102814 , 0.148905 , 0.146986 , 0.170535 , 0.153897 , 0.143234 , 0.146835 , 0.146414 , 0.141422 , 0.101758 , 0.066189 , 0.121701 , 0.143331 , 0.109852 , 0.104399 , 0.085095 , 0.10469 , 0.096921 , 0.044506 
 708 , 0.187923 , 0.172978 , 0.157062 , 0.158981 , 0.165525 , 0.15059 , 0.16175 , 0.167676 , 0.196474 , 0.225769 , 0.13551 , 0.141629 , 0.06936 , 0.140483 , 0.158565 , 0.084739 , 0.099549 , 0.116089 , 0.119327 , 0.106582 , 0.164602 , 0.176806 , 0.136491 , 0.151769 , 0.183423 , 0.164423 , 0.185376 , 0.18207 , 0.169286 , 0.179793 , 0.178967 , 0.145423 , 0.073125 , 0.102497 , 0.111227 , 0.110622 , 0.143088 , 0.177633 , 0.068673 , 0.139217 , 0.186328 , 0.148715 , 0.210582 , 0.181616 , 0.151687 , 0.197503 , 0.155607 , 0.173466 , 0.170513 , 0.124978 , 0.142349 , 0.114141 , 0.160315 , 0.129439 , 0.148787 , 0.119729 , 0.137395 , 0.109061 , 0.135674 , 0.090607 , 0.155936 , 0.106843 , 0.153451 , 0.152219 , 0.176976 , 0.160552 , 0.148864 , 0.15203 , 0.154041 , 0.148251 , 0.104668 , 0.067977 , 0.125369 , 0.149116 , 0.114682 , 0.107834 , 0.086644 , 0.106707 , 0.099162 , 0.045719 
 709 , 0.194159 , 0.178722 , 0.161784 , 0.163308 , 0.171529 , 0.154779 , 0.16802 , 0.173164 , 0.203707 , 0.234428 , 0.139923 , 0.145087 , 0.071303 , 0.144553 , 0.161933 , 0.087515 , 0.102428 , 0.119433 , 0.123649 , 0.109423 , 0.170755 , 0.182707 , 0.140414 , 0.15625 , 0.18988 , 0.169558 , 0.192467 , 0.187606 , 0.174452 , 0.186116 , 0.18551 , 0.150693 , 0.07462 , 0.105169 , 0.114842 , 0.113837 , 0.147279 , 0.182996 , 0.069822 , 0.143534 , 0.191428 , 0.153467 , 0.217135 , 0.187457 , 0.155789 , 0.203996 , 0.162015 , 0.180837 , 0.175914 , 0.129183 , 0.146645 , 0.11662 , 0.164875 , 0.132803 , 0.154798 , 0.125024 , 0.142491 , 0.113255 , 0.140832 , 0.093318 , 0.161371 , 0.110866 , 0.157967 , 0.157428 , 0.183404 , 0.167222 , 0.1545 , 0.157193 , 0.161659 , 0.155058 , 0.107568 , 0.06976 , 0.129024 , 0.154899 , 0.11951 , 0.111265 , 0.088183 , 0.108717 , 0.101394 , 0.046928 
 710 , 0.200402 , 0.184473 , 0.166517 , 0.167641 , 0.177544 , 0.158976 , 0.174302 , 0.178653 , 0.210946 , 0.2431 , 0.144343 , 0.148546 , 0.07325 , 0.148628 , 0.165307 , 0.090293 , 0.105313 , 0.122781 , 0.127979 , 0.112261 , 0.176918 , 0.188609 , 0.144338 , 0.160731 , 0.196347 , 0.174699 , 0.199565 , 0.193143 , 0.179624 , 0.192445 , 0.192057 , 0.155973 , 0.076114 , 0.107842 , 0.118463 , 0.117057 , 0.151473 , 0.188366 , 0.070974 , 0.147853 , 0.196533 , 0.158225 , 0.223695 , 0.1933 , 0.159894 , 0.210496 , 0.16843 , 0.188222 , 0.181317 , 0.133397 , 0.150952 , 0.119099 , 0.169439 , 0.136175 , 0.160817 , 0.130318 , 0.147595 , 0.117459 , 0.145993 , 0.096031 , 0.166818 , 0.114891 , 0.162481 , 0.162643 , 0.189848 , 0.173905 , 0.160138 , 0.162357 , 0.169286 , 0.161869 , 0.110472 , 0.071547 , 0.132685 , 0.160688 , 0.124345 , 0.114704 , 0.089724 , 0.110735 , 0.103625 , 0.048135 
 711 , 0.206286 , 0.190026 , 0.170975 , 0.171786 , 0.18334 , 0.163038 , 0.180381 , 0.183951 , 0.217806 , 0.251356 , 0.148573 , 0.151728 , 0.075151 , 0.152549 , 0.168431 , 0.092923 , 0.107994 , 0.125971 , 0.132156 , 0.114971 , 0.182906 , 0.194216 , 0.148058 , 0.164938 , 0.202563 , 0.179622 , 0.206372 , 0.19833 , 0.184476 , 0.198488 , 0.198282 , 0.161082 , 0.077522 , 0.110366 , 0.121929 , 0.120135 , 0.155431 , 0.193319 , 0.072048 , 0.151857 , 0.201322 , 0.162805 , 0.229909 , 0.198755 , 0.163783 , 0.21667 , 0.174659 , 0.195429 , 0.186571 , 0.137487 , 0.155002 , 0.121438 , 0.173705 , 0.139291 , 0.166608 , 0.135502 , 0.152515 , 0.121571 , 0.150974 , 0.098669 , 0.17202 , 0.118808 , 0.166823 , 0.167582 , 0.196016 , 0.180353 , 0.165577 , 0.167238 , 0.176845 , 0.168589 , 0.11331 , 0.073308 , 0.136132 , 0.166331 , 0.129059 , 0.117954 , 0.091186 , 0.112547 , 0.10577 , 0.049294 
 712 , 0.212055 , 0.195611 , 0.175379 , 0.175944 , 0.189127 , 0.1671 , 0.186454 , 0.18926 , 0.224555 , 0.259541 , 0.152792 , 0.1548 , 0.077065 , 0.156442 , 0.171496 , 0.095541 , 0.11059 , 0.129156 , 0.13631 , 0.117672 , 0.188913 , 0.199722 , 0.15171 , 0.169056 , 0.208756 , 0.184508 , 0.2131 , 0.20342 , 0.189226 , 0.20446 , 0.204446 , 0.166179 , 0.078902 , 0.112854 , 0.125377 , 0.12317 , 0.159352 , 0.198123 , 0.073111 , 0.155773 , 0.206036 , 0.167413 , 0.236048 , 0.204094 , 0.167617 , 0.222779 , 0.180857 , 0.202666 , 0.191818 , 0.141608 , 0.159011 , 0.123725 , 0.177857 , 0.142324 , 0.172388 , 0.140725 , 0.157425 , 0.12569 , 0.155949 , 0.101319 , 0.17714 , 0.122752 , 0.171163 , 0.172483 , 0.202148 , 0.186763 , 0.170997 , 0.172075 , 0.184493 , 0.175426 , 0.116187 , 0.075105 , 0.139533 , 0.172018 , 0.133813 , 0.121152 , 0.09265 , 0.114255 , 0.107917 , 0.050439 
 713 , 0.217898 , 0.201273 , 0.179842 , 0.180153 , 0.194984 , 0.17121 , 0.192604 , 0.194639 , 0.231392 , 0.267829 , 0.157064 , 0.157914 , 0.079007 , 0.160393 , 0.174605 , 0.098195 , 0.11322 , 0.132385 , 0.140515 , 0.120406 , 0.194998 , 0.2053 , 0.155407 , 0.173231 , 0.215032 , 0.189455 , 0.219919 , 0.208582 , 0.194044 , 0.210508 , 0.210683 , 0.171347 , 0.0803 , 0.115377 , 0.128872 , 0.126242 , 0.163325 , 0.202992 , 0.074191 , 0.159742 , 0.210815 , 0.172084 , 0.242266 , 0.209503 , 0.171503 , 0.228965 , 0.187132 , 0.209994 , 0.197137 , 0.14578 , 0.16307 , 0.126048 , 0.182061 , 0.145397 , 0.17825 , 0.146016 , 0.162395 , 0.129868 , 0.160988 , 0.104003 , 0.18233 , 0.126752 , 0.175559 , 0.177448 , 0.208365 , 0.19326 , 0.17648 , 0.17698 , 0.192245 , 0.182358 , 0.119103 , 0.076925 , 0.14298 , 0.177783 , 0.138631 , 0.124391 , 0.094135 , 0.115986 , 0.110094 , 0.051603 
 714 , 0.223624 , 0.206907 , 0.184289 , 0.184289 , 0.200804 , 0.175239 , 0.198713 , 0.199977 , 0.238209 , 0.276027 , 0.16128 , 0.160975 , 0.080941 , 0.164264 , 0.17765 , 0.100811 , 0.115799 , 0.135561 , 0.144671 , 0.1231 , 0.201072 , 0.210779 , 0.159048 , 0.177335 , 0.221256 , 0.194315 , 0.226646 , 0.213645 , 0.198788 , 0.216469 , 0.216859 , 0.176475 , 0.081664 , 0.117876 , 0.132342 , 0.129269 , 0.167238 , 0.207744 , 0.075246 , 0.163615 , 0.215538 , 0.176696 , 0.248395 , 0.214838 , 0.175343 , 0.235061 , 0.193394 , 0.217314 , 0.202458 , 0.149929 , 0.167064 , 0.128325 , 0.186168 , 0.148406 , 0.184096 , 0.151287 , 0.167369 , 0.13402 , 0.165951 , 0.10667 , 0.187484 , 0.130745 , 0.179929 , 0.182325 , 0.214547 , 0.199742 , 0.181916 , 0.181803 , 0.200062 , 0.18933 , 0.121992 , 0.078709 , 0.146372 , 0.183546 , 0.143449 , 0.127601 , 0.095591 , 0.117678 , 0.1122 , 0.05275 
 715 , 0.229017 , 0.212349 , 0.188645 , 0.1882 , 0.206422 , 0.179031 , 0.204639 , 0.20514 , 0.244876 , 0.283886 , 0.16532 , 0.163832 , 0.082821 , 0.167921 , 0.180491 , 0.103297 , 0.118249 , 0.138533 , 0.148642 , 0.125659 , 0.207002 , 0.215984 , 0.162522 , 0.18123 , 0.227263 , 0.198913 , 0.233096 , 0.218426 , 0.203301 , 0.222131 , 0.222823 , 0.181436 , 0.082948 , 0.120288 , 0.135689 , 0.132171 , 0.170919 , 0.21218 , 0.076239 , 0.167228 , 0.220063 , 0.181071 , 0.254199 , 0.219918 , 0.179055 , 0.240871 , 0.199573 , 0.224526 , 0.207699 , 0.153943 , 0.170812 , 0.130487 , 0.190016 , 0.151239 , 0.189814 , 0.156427 , 0.172267 , 0.13807 , 0.170662 , 0.109253 , 0.19249 , 0.134664 , 0.184159 , 0.186928 , 0.220573 , 0.206075 , 0.187162 , 0.186353 , 0.207909 , 0.196228 , 0.124779 , 0.08037 , 0.149583 , 0.189187 , 0.148179 , 0.130716 , 0.096963 , 0.119282 , 0.114118 , 0.053836 
 716 , 0.234511 , 0.217866 , 0.193082 , 0.192188 , 0.212125 , 0.182894 , 0.210667 , 0.210397 , 0.251659 , 0.291874 , 0.169429 , 0.166733 , 0.084731 , 0.17164 , 0.183369 , 0.105823 , 0.120741 , 0.141539 , 0.152686 , 0.128255 , 0.213009 , 0.221288 , 0.166063 , 0.18519 , 0.233361 , 0.203595 , 0.239661 , 0.223281 , 0.207897 , 0.22789 , 0.228905 , 0.186484 , 0.084256 , 0.122738 , 0.139081 , 0.135128 , 0.174658 , 0.216692 , 0.077244 , 0.1709 , 0.224659 , 0.185502 , 0.260087 , 0.225078 , 0.182834 , 0.246784 , 0.205862 , 0.231862 , 0.213019 , 0.158008 , 0.174611 , 0.132688 , 0.193934 , 0.15412 , 0.195624 , 0.161649 , 0.177246 , 0.142191 , 0.175454 , 0.111871 , 0.197584 , 0.138643 , 0.188463 , 0.191601 , 0.226703 , 0.212507 , 0.192504 , 0.190982 , 0.215882 , 0.203218 , 0.127618 , 0.082044 , 0.152849 , 0.194902 , 0.152993 , 0.133885 , 0.098354 , 0.120922 , 0.116061 , 0.054941 
 717 , 0.240099 , 0.223478 , 0.197595 , 0.196242 , 0.217927 , 0.186826 , 0.216796 , 0.215744 , 0.258563 , 0.300006 , 0.173607 , 0.169682 , 0.086676 , 0.175423 , 0.186298 , 0.108389 , 0.123281 , 0.144596 , 0.156801 , 0.130899 , 0.219122 , 0.226689 , 0.169663 , 0.189222 , 0.23957 , 0.208363 , 0.24634 , 0.228223 , 0.212566 , 0.233751 , 0.235094 , 0.191613 , 0.085587 , 0.125227 , 0.142534 , 0.138141 , 0.178458 , 0.221282 , 0.078266 , 0.17464 , 0.22933 , 0.190014 , 0.26607 , 0.230326 , 0.186683 , 0.252799 , 0.21226 , 0.23932 , 0.218432 , 0.162148 , 0.178477 , 0.134925 , 0.197924 , 0.157055 , 0.201529 , 0.166957 , 0.182313 , 0.146384 , 0.180325 , 0.114533 , 0.202766 , 0.142691 , 0.192841 , 0.196353 , 0.232944 , 0.219053 , 0.197938 , 0.195686 , 0.223992 , 0.210323 , 0.130505 , 0.083752 , 0.156166 , 0.200713 , 0.157889 , 0.137103 , 0.099766 , 0.122591 , 0.118036 , 0.056066 
 718 , 0.245507 , 0.228828 , 0.201975 , 0.200174 , 0.223587 , 0.190709 , 0.22261 , 0.220887 , 0.265193 , 0.3079 , 0.177637 , 0.172579 , 0.088657 , 0.179203 , 0.189189 , 0.11078 , 0.125773 , 0.147693 , 0.160903 , 0.133479 , 0.225102 , 0.231845 , 0.173127 , 0.193081 , 0.245562 , 0.212887 , 0.252789 , 0.232914 , 0.21688 , 0.239335 , 0.240997 , 0.196572 , 0.086879 , 0.12768 , 0.145947 , 0.141042 , 0.182183 , 0.225586 , 0.079335 , 0.178226 , 0.233877 , 0.194334 , 0.271757 , 0.235318 , 0.190363 , 0.258473 , 0.218474 , 0.246631 , 0.223822 , 0.166214 , 0.182224 , 0.137085 , 0.201708 , 0.159807 , 0.207304 , 0.172119 , 0.187245 , 0.150516 , 0.185089 , 0.117182 , 0.207613 , 0.146643 , 0.197116 , 0.200833 , 0.239058 , 0.225397 , 0.203173 , 0.200197 , 0.232158 , 0.217442 , 0.133437 , 0.08553 , 0.159475 , 0.206475 , 0.162787 , 0.14024 , 0.101199 , 0.124271 , 0.120066 , 0.057285 
 719 , 0.25097 , 0.234223 , 0.206376 , 0.204122 , 0.229293 , 0.194624 , 0.22848 , 0.22607 , 0.271854 , 0.315879 , 0.181692 , 0.175522 , 0.090662 , 0.183028 , 0.192122 , 0.11318 , 0.128269 , 0.150865 , 0.165037 , 0.136083 , 0.231171 , 0.237038 , 0.176614 , 0.196951 , 0.251608 , 0.217449 , 0.259298 , 0.237639 , 0.221227 , 0.244966 , 0.246889 , 0.201574 , 0.088174 , 0.130147 , 0.149396 , 0.143965 , 0.185934 , 0.229913 , 0.080411 , 0.181829 , 0.238465 , 0.198705 , 0.277509 , 0.240343 , 0.19405 , 0.264182 , 0.224748 , 0.253986 , 0.229302 , 0.17033 , 0.186002 , 0.139255 , 0.205531 , 0.162539 , 0.213124 , 0.177321 , 0.192218 , 0.154684 , 0.1899 , 0.119864 , 0.212505 , 0.150622 , 0.201432 , 0.205357 , 0.245214 , 0.231804 , 0.208437 , 0.20476 , 0.240403 , 0.22467 , 0.136409 , 0.087334 , 0.16281 , 0.212321 , 0.167699 , 0.143396 , 0.102639 , 0.125942 , 0.122113 , 0.058523 
 720 , 0.256504 , 0.239681 , 0.210835 , 0.208117 , 0.235069 , 0.198587 , 0.234424 , 0.231318 , 0.278598 , 0.323961 , 0.185799 , 0.178497 , 0.092694 , 0.186897 , 0.195096 , 0.115606 , 0.130801 , 0.154079 , 0.169218 , 0.138725 , 0.23732 , 0.242294 , 0.180149 , 0.200865 , 0.25773 , 0.222067 , 0.265888 , 0.242422 , 0.225631 , 0.250666 , 0.252853 , 0.206639 , 0.089486 , 0.132649 , 0.15289 , 0.146928 , 0.189729 , 0.234287 , 0.081498 , 0.18547 , 0.243108 , 0.20313 , 0.283333 , 0.245428 , 0.197781 , 0.269955 , 0.231103 , 0.261423 , 0.234845 , 0.174498 , 0.18983 , 0.141452 , 0.209403 , 0.165302 , 0.219015 , 0.182587 , 0.197246 , 0.158906 , 0.194766 , 0.122574 , 0.217459 , 0.154642 , 0.205797 , 0.209938 , 0.251444 , 0.238286 , 0.213767 , 0.20937 , 0.248745 , 0.23199 , 0.13942 , 0.089157 , 0.16619 , 0.218237 , 0.172673 , 0.14659 , 0.1041 , 0.127634 , 0.124189 , 0.05977 
 721 , 0.26169 , 0.244877 , 0.215047 , 0.21185 , 0.24052 , 0.202227 , 0.240088 , 0.236286 , 0.284871 , 0.331601 , 0.189702 , 0.181315 , 0.094619 , 0.190543 , 0.19782 , 0.117931 , 0.13309 , 0.157025 , 0.173179 , 0.141126 , 0.24318 , 0.24716 , 0.183426 , 0.204542 , 0.263459 , 0.226381 , 0.272073 , 0.246887 , 0.229741 , 0.25606 , 0.258507 , 0.211395 , 0.090649 , 0.134954 , 0.156143 , 0.149662 , 0.193308 , 0.238346 , 0.082472 , 0.188851 , 0.247446 , 0.207252 , 0.288809 , 0.250225 , 0.201194 , 0.275357 , 0.237059 , 0.268517 , 0.240129 , 0.178441 , 0.193372 , 0.143418 , 0.213005 , 0.167845 , 0.224584 , 0.187587 , 0.202086 , 0.162896 , 0.199298 , 0.125122 , 0.222124 , 0.158417 , 0.209913 , 0.214219 , 0.257347 , 0.244495 , 0.218767 , 0.213665 , 0.25687 , 0.239015 , 0.142226 , 0.090849 , 0.169386 , 0.223852 , 0.177359 , 0.149603 , 0.105443 , 0.129142 , 0.126095 , 0.060892 
