  time  ,1:37 PM",1:43 PM",1:50 PM",1:57 PM",2:02 PM",2:34 PM",2:40 PM",2:46 PM",2:52 PM",2:57 PM",3:02 PM",3:34 PM",3:39 PM",3:46 PM",3:53 PM",3:59 PM",4:33 PM",4:39 PM",4:44 PM",4:50 PM",4:56 PM",5:31 PM",5:37 PM",5:42 PM",5:48 PM",5:54 PM",6:27 PM",6:33 PM",6:38 PM",6:45 PM",6:50 PM",7:24 PM",7:30 PM",7:36 PM",7:42 PM",8:42 PM",8:47 PM",8:54 PM",8:59 PM",9:06 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 497 , 0.04556 , 0.065865 , 0.066044 , 0.062227 , 0.042334 , 0.042025 , 0.04749 , 0.034147 , 0.03573 , 0.04883 , 0.041597 , 0.04067 , 0.033388 , 0.048629 , 0.054197 , 0.049215 , 0.057255 , 0.057326 , 0.048006 , 0.052137 , 0.050548 , 0.059218 , 0.040664 , 0.042313 , 0.054577 , 0.055287 , 0.034955 , 0.055005 , 0.064906 , 0.045392 , 0.040377 , 0.068029 , 0.062618 , 0.060579 , 0.054018 , 0.049903 , 0.049567 , 0.048971 , 0.053606 , 0.061067 
 498 , 0.045921 , 0.066318 , 0.066465 , 0.062606 , 0.042659 , 0.042355 , 0.047828 , 0.034476 , 0.035993 , 0.049183 , 0.041965 , 0.040925 , 0.033636 , 0.048918 , 0.054548 , 0.049617 , 0.057577 , 0.057778 , 0.048414 , 0.052473 , 0.050869 , 0.059599 , 0.04099 , 0.042632 , 0.054927 , 0.055659 , 0.03531 , 0.055404 , 0.065365 , 0.045807 , 0.040675 , 0.068562 , 0.063159 , 0.061029 , 0.054505 , 0.050164 , 0.049855 , 0.049308 , 0.053919 , 0.061419 
 499 , 0.046287 , 0.06676 , 0.066884 , 0.062985 , 0.042983 , 0.042679 , 0.048171 , 0.034804 , 0.036256 , 0.049536 , 0.042333 , 0.041179 , 0.033884 , 0.049211 , 0.054898 , 0.050018 , 0.057893 , 0.058229 , 0.048816 , 0.052808 , 0.051183 , 0.059979 , 0.04132 , 0.042945 , 0.055277 , 0.056025 , 0.035666 , 0.055803 , 0.065817 , 0.046222 , 0.040973 , 0.069094 , 0.063689 , 0.061479 , 0.054985 , 0.050419 , 0.050148 , 0.049645 , 0.054227 , 0.061771 
 500 , 0.046631 , 0.067219 , 0.067338 , 0.063383 , 0.043352 , 0.043016 , 0.048541 , 0.035106 , 0.036529 , 0.049904 , 0.042697 , 0.041458 , 0.034164 , 0.049515 , 0.055272 , 0.050424 , 0.058237 , 0.058659 , 0.049212 , 0.053167 , 0.051511 , 0.060374 , 0.041664 , 0.043281 , 0.055634 , 0.056408 , 0.036036 , 0.056235 , 0.066278 , 0.046647 , 0.041296 , 0.06967 , 0.064248 , 0.06196 , 0.055499 , 0.050689 , 0.050467 , 0.049991 , 0.054552 , 0.062154 
 501 , 0.046941 , 0.067715 , 0.067921 , 0.063838 , 0.043891 , 0.04341 , 0.049028 , 0.035337 , 0.036856 , 0.050342 , 0.043064 , 0.041809 , 0.03458 , 0.049904 , 0.055733 , 0.050823 , 0.05868 , 0.059064 , 0.049558 , 0.053597 , 0.051894 , 0.060832 , 0.042085 , 0.043685 , 0.056019 , 0.056841 , 0.036478 , 0.056771 , 0.066769 , 0.047135 , 0.04169 , 0.070397 , 0.064904 , 0.062541 , 0.056111 , 0.050991 , 0.050899 , 0.050369 , 0.054949 , 0.062649 
 502 , 0.04724 , 0.068207 , 0.068499 , 0.06429 , 0.04442 , 0.043798 , 0.049505 , 0.035557 , 0.037173 , 0.05078 , 0.043425 , 0.042161 , 0.034985 , 0.050288 , 0.056184 , 0.051223 , 0.059118 , 0.059464 , 0.049899 , 0.054022 , 0.052277 , 0.061285 , 0.042501 , 0.04409 , 0.056405 , 0.05727 , 0.036914 , 0.057302 , 0.067256 , 0.047613 , 0.042085 , 0.07112 , 0.065554 , 0.063122 , 0.056724 , 0.051293 , 0.05132 , 0.050742 , 0.055341 , 0.063133 
 503 , 0.04754 , 0.068694 , 0.069072 , 0.064741 , 0.044948 , 0.044186 , 0.049981 , 0.035778 , 0.03749 , 0.051212 , 0.043781 , 0.042507 , 0.035395 , 0.050672 , 0.056635 , 0.051617 , 0.059551 , 0.059859 , 0.05024 , 0.054447 , 0.052649 , 0.061733 , 0.042912 , 0.044489 , 0.05678 , 0.057693 , 0.037344 , 0.057828 , 0.067738 , 0.048091 , 0.042475 , 0.071831 , 0.066199 , 0.063693 , 0.057331 , 0.051596 , 0.051742 , 0.05111 , 0.055727 , 0.063617 
 504 , 0.048017 , 0.069258 , 0.069809 , 0.065372 , 0.045479 , 0.044772 , 0.050613 , 0.036308 , 0.037906 , 0.051774 , 0.044319 , 0.042915 , 0.035844 , 0.051148 , 0.057231 , 0.052189 , 0.060173 , 0.060449 , 0.050786 , 0.054964 , 0.053091 , 0.062387 , 0.043488 , 0.045058 , 0.057399 , 0.058284 , 0.037927 , 0.058521 , 0.068416 , 0.048789 , 0.043045 , 0.072756 , 0.067024 , 0.064422 , 0.058149 , 0.052033 , 0.052254 , 0.051601 , 0.056233 , 0.064136 
 505 , 0.048512 , 0.069823 , 0.070557 , 0.066027 , 0.045996 , 0.045381 , 0.051266 , 0.036871 , 0.038335 , 0.052351 , 0.044873 , 0.043324 , 0.036294 , 0.051633 , 0.057837 , 0.052788 , 0.060823 , 0.061066 , 0.051358 , 0.055488 , 0.053534 , 0.063069 , 0.044074 , 0.04564 , 0.058047 , 0.05889 , 0.038524 , 0.059235 , 0.069121 , 0.049506 , 0.043631 , 0.0737 , 0.067863 , 0.065169 , 0.058992 , 0.052492 , 0.052778 , 0.052103 , 0.056746 , 0.064661 
 506 , 0.049003 , 0.070383 , 0.071301 , 0.066673 , 0.046513 , 0.045978 , 0.051913 , 0.03743 , 0.038753 , 0.052918 , 0.045422 , 0.043727 , 0.036738 , 0.052108 , 0.058437 , 0.053377 , 0.061456 , 0.061677 , 0.051924 , 0.056007 , 0.053976 , 0.063735 , 0.044661 , 0.046216 , 0.058685 , 0.05949 , 0.03912 , 0.059938 , 0.06981 , 0.050218 , 0.044218 , 0.074633 , 0.068698 , 0.065906 , 0.059825 , 0.052945 , 0.053296 , 0.052605 , 0.057254 , 0.065177 
 507 , 0.049498 , 0.07103 , 0.07204 , 0.067307 , 0.047169 , 0.046575 , 0.052562 , 0.037979 , 0.039238 , 0.053545 , 0.045986 , 0.044181 , 0.037233 , 0.05267 , 0.059056 , 0.053988 , 0.062131 , 0.062368 , 0.052535 , 0.056603 , 0.054458 , 0.064421 , 0.045273 , 0.046818 , 0.059321 , 0.060126 , 0.039805 , 0.060693 , 0.070527 , 0.050968 , 0.044851 , 0.075622 , 0.069598 , 0.066702 , 0.06071 , 0.053388 , 0.053826 , 0.053124 , 0.057792 , 0.065724 
 508 , 0.050007 , 0.071754 , 0.072776 , 0.067927 , 0.047953 , 0.047169 , 0.053218 , 0.038531 , 0.039785 , 0.054218 , 0.046564 , 0.044688 , 0.037774 , 0.053316 , 0.0597 , 0.054618 , 0.062846 , 0.063143 , 0.05318 , 0.057272 , 0.054975 , 0.065111 , 0.045921 , 0.04745 , 0.059948 , 0.060797 , 0.04058 , 0.061505 , 0.071257 , 0.051753 , 0.045532 , 0.076673 , 0.070554 , 0.067554 , 0.06164 , 0.053818 , 0.05437 , 0.053662 , 0.058348 , 0.0663 
 509 , 0.050512 , 0.072479 , 0.073512 , 0.068542 , 0.048732 , 0.047753 , 0.05387 , 0.039079 , 0.040323 , 0.054892 , 0.047137 , 0.045185 , 0.038311 , 0.053951 , 0.060333 , 0.055238 , 0.063556 , 0.063907 , 0.053821 , 0.057931 , 0.055487 , 0.065795 , 0.046558 , 0.048073 , 0.060576 , 0.061463 , 0.041345 , 0.062307 , 0.071987 , 0.052529 , 0.046207 , 0.077714 , 0.0715 , 0.068402 , 0.062561 , 0.054254 , 0.054903 , 0.054194 , 0.058899 , 0.066871 
 510 , 0.051043 , 0.073177 , 0.074255 , 0.06916 , 0.049516 , 0.048357 , 0.054546 , 0.039651 , 0.040858 , 0.055575 , 0.04774 , 0.045704 , 0.038887 , 0.054584 , 0.060973 , 0.055867 , 0.064276 , 0.064677 , 0.054459 , 0.058601 , 0.056008 , 0.066517 , 0.04722 , 0.048714 , 0.061217 , 0.062143 , 0.04213 , 0.063117 , 0.072733 , 0.053333 , 0.046901 , 0.078771 , 0.072468 , 0.069257 , 0.063491 , 0.054703 , 0.05545 , 0.05473 , 0.059451 , 0.067465 
 511 , 0.05173 , 0.073795 , 0.075128 , 0.069849 , 0.05038 , 0.049085 , 0.055383 , 0.040374 , 0.041383 , 0.056369 , 0.048537 , 0.046326 , 0.039654 , 0.055209 , 0.061675 , 0.056553 , 0.06509 , 0.065464 , 0.055128 , 0.059334 , 0.056597 , 0.067464 , 0.048011 , 0.049475 , 0.06199 , 0.062911 , 0.043052 , 0.064022 , 0.073616 , 0.05432 , 0.047702 , 0.079952 , 0.0736 , 0.070239 , 0.064521 , 0.055269 , 0.056104 , 0.055318 , 0.060039 , 0.068169 
 512 , 0.052413 , 0.074416 , 0.076005 , 0.070538 , 0.051236 , 0.04981 , 0.056226 , 0.0411 , 0.041908 , 0.057164 , 0.049332 , 0.046951 , 0.040427 , 0.05583 , 0.062376 , 0.05724 , 0.065907 , 0.066248 , 0.055797 , 0.060066 , 0.057186 , 0.068407 , 0.048806 , 0.050238 , 0.062766 , 0.063683 , 0.043974 , 0.064925 , 0.074492 , 0.055315 , 0.048503 , 0.081136 , 0.074725 , 0.071222 , 0.065549 , 0.055835 , 0.056757 , 0.0559 , 0.060624 , 0.068868 
 513 , 0.053097 , 0.075038 , 0.076878 , 0.071229 , 0.052093 , 0.05053 , 0.057064 , 0.04182 , 0.042433 , 0.05796 , 0.050129 , 0.047578 , 0.041196 , 0.056456 , 0.063077 , 0.057927 , 0.066719 , 0.067034 , 0.056467 , 0.060803 , 0.057775 , 0.069351 , 0.049602 , 0.050997 , 0.063539 , 0.064456 , 0.044897 , 0.065829 , 0.075375 , 0.056305 , 0.049304 , 0.082316 , 0.075858 , 0.0722 , 0.066578 , 0.056402 , 0.057406 , 0.056489 , 0.06121 , 0.069568 
 514 , 0.053823 , 0.075746 , 0.07781 , 0.07203 , 0.053106 , 0.051493 , 0.05806 , 0.042661 , 0.043106 , 0.058842 , 0.051037 , 0.048169 , 0.042004 , 0.057196 , 0.063953 , 0.058815 , 0.067603 , 0.067995 , 0.05731 , 0.06165 , 0.058451 , 0.07027 , 0.050575 , 0.051933 , 0.064437 , 0.065333 , 0.045991 , 0.066832 , 0.076316 , 0.057414 , 0.050227 , 0.083589 , 0.077136 , 0.073258 , 0.067799 , 0.057006 , 0.058125 , 0.057164 , 0.061895 , 0.070363 
 515 , 0.054554 , 0.07647 , 0.078754 , 0.07286 , 0.054157 , 0.05251 , 0.059094 , 0.043528 , 0.043816 , 0.059746 , 0.051972 , 0.048758 , 0.042816 , 0.057969 , 0.064868 , 0.059757 , 0.068505 , 0.068989 , 0.058202 , 0.062525 , 0.059148 , 0.071186 , 0.051591 , 0.052912 , 0.065368 , 0.066233 , 0.047116 , 0.067858 , 0.077264 , 0.05855 , 0.051172 , 0.084892 , 0.078439 , 0.074334 , 0.06906 , 0.057615 , 0.058849 , 0.05786 , 0.062601 , 0.071175 
 516 , 0.055281 , 0.077202 , 0.079695 , 0.073692 , 0.055205 , 0.053523 , 0.060125 , 0.044391 , 0.044522 , 0.060653 , 0.052908 , 0.049344 , 0.043635 , 0.058742 , 0.065785 , 0.060702 , 0.069404 , 0.069986 , 0.059091 , 0.063401 , 0.059847 , 0.072103 , 0.052609 , 0.053888 , 0.066296 , 0.067134 , 0.048245 , 0.068881 , 0.07822 , 0.059689 , 0.052125 , 0.086193 , 0.079749 , 0.075412 , 0.070318 , 0.058225 , 0.05958 , 0.058552 , 0.063303 , 0.071989 
 517 , 0.056085 , 0.078067 , 0.080795 , 0.074615 , 0.056379 , 0.054609 , 0.06129 , 0.045369 , 0.045336 , 0.061682 , 0.053928 , 0.050101 , 0.044541 , 0.059624 , 0.06679 , 0.06172 , 0.07046 , 0.07107 , 0.060098 , 0.064416 , 0.060631 , 0.073188 , 0.053743 , 0.05499 , 0.067367 , 0.068167 , 0.049523 , 0.070057 , 0.079308 , 0.06098 , 0.053221 , 0.087672 , 0.081203 , 0.076602 , 0.071685 , 0.058933 , 0.060419 , 0.059352 , 0.0641 , 0.072959 
 518 , 0.056972 , 0.079092 , 0.082091 , 0.075646 , 0.057704 , 0.055781 , 0.062625 , 0.04648 , 0.046283 , 0.062865 , 0.055055 , 0.051068 , 0.045562 , 0.060648 , 0.067912 , 0.062838 , 0.071703 , 0.07226 , 0.061232 , 0.065596 , 0.061516 , 0.074494 , 0.055 , 0.05624 , 0.068622 , 0.069359 , 0.050986 , 0.071419 , 0.080567 , 0.06245 , 0.054492 , 0.089366 , 0.082828 , 0.077935 , 0.073183 , 0.059752 , 0.061385 , 0.060276 , 0.065023 , 0.074133 
 519 , 0.057852 , 0.080116 , 0.083381 , 0.07667 , 0.059019 , 0.056942 , 0.063955 , 0.047585 , 0.047229 , 0.064037 , 0.056175 , 0.052023 , 0.046572 , 0.061665 , 0.069022 , 0.063944 , 0.072939 , 0.073449 , 0.062355 , 0.066771 , 0.062393 , 0.075788 , 0.056258 , 0.057485 , 0.069871 , 0.07054 , 0.052439 , 0.072775 , 0.08182 , 0.063916 , 0.055759 , 0.091051 , 0.084449 , 0.079256 , 0.074676 , 0.060564 , 0.06235 , 0.061188 , 0.065938 , 0.075301 
 520 , 0.058738 , 0.081134 , 0.084666 , 0.077701 , 0.060337 , 0.058117 , 0.065275 , 0.048697 , 0.048175 , 0.065209 , 0.05731 , 0.052976 , 0.047593 , 0.062682 , 0.070137 , 0.065055 , 0.074174 , 0.074646 , 0.063479 , 0.067956 , 0.063276 , 0.077091 , 0.057513 , 0.058727 , 0.071109 , 0.071724 , 0.053899 , 0.07413 , 0.083084 , 0.065385 , 0.05703 , 0.092735 , 0.086061 , 0.080584 , 0.076173 , 0.06138 , 0.06332 , 0.062106 , 0.066852 , 0.076459 
 521 , 0.059712 , 0.082129 , 0.08602 , 0.078829 , 0.061724 , 0.059437 , 0.066584 , 0.049953 , 0.049171 , 0.066424 , 0.058577 , 0.053899 , 0.048702 , 0.063735 , 0.071312 , 0.066226 , 0.075484 , 0.075974 , 0.064611 , 0.069257 , 0.064226 , 0.07852 , 0.058864 , 0.059982 , 0.072348 , 0.072976 , 0.055458 , 0.075506 , 0.084466 , 0.066942 , 0.058362 , 0.094468 , 0.087701 , 0.082025 , 0.077782 , 0.062258 , 0.064341 , 0.063046 , 0.067846 , 0.077556 
 522 , 0.060669 , 0.083111 , 0.087348 , 0.079947 , 0.063098 , 0.060741 , 0.067877 , 0.051188 , 0.050149 , 0.067623 , 0.059823 , 0.054812 , 0.049806 , 0.064785 , 0.072474 , 0.06739 , 0.076777 , 0.07728 , 0.065731 , 0.070543 , 0.065167 , 0.07993 , 0.060194 , 0.061212 , 0.073574 , 0.074211 , 0.056997 , 0.076871 , 0.085838 , 0.06848 , 0.059679 , 0.096171 , 0.089323 , 0.083448 , 0.079371 , 0.063125 , 0.065355 , 0.063972 , 0.068828 , 0.078641 
 523 , 0.061624 , 0.084082 , 0.088663 , 0.081051 , 0.06445 , 0.062035 , 0.069152 , 0.052413 , 0.051119 , 0.068808 , 0.061063 , 0.055711 , 0.050891 , 0.065816 , 0.073622 , 0.068536 , 0.078053 , 0.078574 , 0.066832 , 0.071812 , 0.066093 , 0.081328 , 0.061507 , 0.062429 , 0.074777 , 0.075432 , 0.058514 , 0.078214 , 0.087186 , 0.069996 , 0.060985 , 0.097863 , 0.090917 , 0.084854 , 0.08094 , 0.063983 , 0.066354 , 0.064888 , 0.069796 , 0.079713 
 524 , 0.062626 , 0.085145 , 0.090013 , 0.082139 , 0.065866 , 0.063362 , 0.070545 , 0.053709 , 0.05212 , 0.070099 , 0.062342 , 0.056704 , 0.051991 , 0.066942 , 0.074872 , 0.069775 , 0.07939 , 0.080003 , 0.068052 , 0.07311 , 0.067121 , 0.082819 , 0.062894 , 0.063741 , 0.076116 , 0.076735 , 0.060089 , 0.079618 , 0.08858 , 0.071599 , 0.062353 , 0.099616 , 0.092595 , 0.086316 , 0.082574 , 0.064912 , 0.067394 , 0.065888 , 0.07088 , 0.08094 
 525 , 0.063638 , 0.086236 , 0.091374 , 0.083216 , 0.067297 , 0.064697 , 0.071964 , 0.05502 , 0.053126 , 0.071415 , 0.063638 , 0.057726 , 0.053092 , 0.068092 , 0.076144 , 0.071045 , 0.080739 , 0.081468 , 0.069308 , 0.074413 , 0.068176 , 0.084337 , 0.064288 , 0.065072 , 0.077495 , 0.07805 , 0.061671 , 0.081036 , 0.089974 , 0.073219 , 0.063738 , 0.101388 , 0.094288 , 0.087794 , 0.08423 , 0.065857 , 0.068445 , 0.06691 , 0.071992 , 0.082213 
 526 , 0.064647 , 0.087318 , 0.092717 , 0.084284 , 0.068717 , 0.066015 , 0.073368 , 0.056321 , 0.054125 , 0.07272 , 0.064917 , 0.058736 , 0.054176 , 0.06923 , 0.077404 , 0.072298 , 0.082071 , 0.08291 , 0.070553 , 0.075704 , 0.069224 , 0.085838 , 0.065672 , 0.066392 , 0.078857 , 0.079352 , 0.06324 , 0.082443 , 0.091355 , 0.074826 , 0.065109 , 0.103138 , 0.095966 , 0.089255 , 0.08586 , 0.066798 , 0.069489 , 0.067924 , 0.073097 , 0.083473 
 527 , 0.065622 , 0.088358 , 0.09406 , 0.085377 , 0.070136 , 0.067285 , 0.074758 , 0.057578 , 0.055094 , 0.074012 , 0.066199 , 0.059705 , 0.055275 , 0.070323 , 0.078639 , 0.073514 , 0.08338 , 0.08429 , 0.071749 , 0.076993 , 0.070227 , 0.087306 , 0.067014 , 0.067687 , 0.080183 , 0.080625 , 0.064757 , 0.083798 , 0.092708 , 0.076382 , 0.066442 , 0.104831 , 0.097613 , 0.090672 , 0.087458 , 0.06771 , 0.070521 , 0.068898 , 0.07413 , 0.084681 
 528 , 0.06657 , 0.089335 , 0.095395 , 0.08651 , 0.071555 , 0.068491 , 0.076148 , 0.058782 , 0.056031 , 0.075284 , 0.067485 , 0.060612 , 0.056412 , 0.071356 , 0.079831 , 0.074664 , 0.084646 , 0.085578 , 0.072873 , 0.078296 , 0.071174 , 0.088733 , 0.068309 , 0.068951 , 0.081445 , 0.081838 , 0.066211 , 0.085095 , 0.094031 , 0.07787 , 0.067718 , 0.106457 , 0.099243 , 0.092035 , 0.089011 , 0.068593 , 0.071555 , 0.069815 , 0.075045 , 0.085822 
 529 , 0.067503 , 0.090309 , 0.096722 , 0.087641 , 0.072957 , 0.069685 , 0.077515 , 0.05997 , 0.05696 , 0.07655 , 0.068759 , 0.061512 , 0.057531 , 0.07238 , 0.081016 , 0.075802 , 0.085899 , 0.086859 , 0.073991 , 0.079588 , 0.072106 , 0.090149 , 0.069593 , 0.070204 , 0.082695 , 0.083038 , 0.067646 , 0.086385 , 0.095335 , 0.079343 , 0.068988 , 0.10806 , 0.100858 , 0.093387 , 0.090554 , 0.069462 , 0.07258 , 0.07073 , 0.07595 , 0.086945 
 530 , 0.068432 , 0.091278 , 0.098038 , 0.088758 , 0.074343 , 0.070866 , 0.078877 , 0.06115 , 0.057879 , 0.077792 , 0.070022 , 0.062401 , 0.058637 , 0.073396 , 0.082182 , 0.076931 , 0.087146 , 0.088127 , 0.075095 , 0.080868 , 0.073029 , 0.091553 , 0.070866 , 0.071445 , 0.083932 , 0.084231 , 0.069069 , 0.087657 , 0.096632 , 0.080799 , 0.07024 , 0.109653 , 0.102451 , 0.094721 , 0.092081 , 0.070326 , 0.073591 , 0.071629 , 0.076857 , 0.088064 
 531 , 0.069306 , 0.092312 , 0.099381 , 0.089872 , 0.075544 , 0.072122 , 0.08016 , 0.062319 , 0.058816 , 0.078925 , 0.071234 , 0.063271 , 0.059555 , 0.074425 , 0.083317 , 0.07806 , 0.088354 , 0.089445 , 0.076196 , 0.082134 , 0.073969 , 0.092964 , 0.072042 , 0.072595 , 0.085163 , 0.085429 , 0.070397 , 0.08892 , 0.097944 , 0.082157 , 0.071488 , 0.111245 , 0.104009 , 0.096052 , 0.093559 , 0.071153 , 0.074505 , 0.072503 , 0.077823 , 0.089162 
 532 , 0.070176 , 0.093342 , 0.10072 , 0.090982 , 0.076742 , 0.073372 , 0.081435 , 0.063483 , 0.059754 , 0.080054 , 0.072444 , 0.064133 , 0.060467 , 0.075437 , 0.084445 , 0.079184 , 0.089561 , 0.090744 , 0.077293 , 0.083389 , 0.074898 , 0.094363 , 0.073222 , 0.073744 , 0.086382 , 0.086626 , 0.071719 , 0.090176 , 0.099247 , 0.083505 , 0.072723 , 0.112819 , 0.105552 , 0.097374 , 0.095024 , 0.071969 , 0.07542 , 0.073367 , 0.078784 , 0.090257 
 533 , 0.071044 , 0.094358 , 0.102053 , 0.092084 , 0.077935 , 0.074618 , 0.08271 , 0.064637 , 0.060684 , 0.081176 , 0.073644 , 0.064992 , 0.061372 , 0.076448 , 0.085566 , 0.080308 , 0.090761 , 0.092043 , 0.078384 , 0.084634 , 0.075824 , 0.095751 , 0.07439 , 0.074886 , 0.087601 , 0.087811 , 0.073032 , 0.091425 , 0.100543 , 0.084849 , 0.073953 , 0.11439 , 0.107091 , 0.09869 , 0.096486 , 0.072787 , 0.076326 , 0.074227 , 0.079742 , 0.091344 
 534 , 0.07175 , 0.09527 , 0.103204 , 0.092991 , 0.078987 , 0.0756 , 0.083774 , 0.065603 , 0.061484 , 0.082198 , 0.07458 , 0.065791 , 0.062199 , 0.077369 , 0.08651 , 0.081254 , 0.091831 , 0.093114 , 0.079309 , 0.085667 , 0.076614 , 0.096905 , 0.075389 , 0.075863 , 0.088631 , 0.088825 , 0.074135 , 0.092464 , 0.101628 , 0.086012 , 0.075031 , 0.115714 , 0.108384 , 0.099829 , 0.09772 , 0.073473 , 0.077158 , 0.075037 , 0.08058 , 0.092341 
 535 , 0.072397 , 0.096131 , 0.104272 , 0.093802 , 0.079961 , 0.076462 , 0.084755 , 0.06648 , 0.062227 , 0.083179 , 0.075403 , 0.066562 , 0.062986 , 0.078244 , 0.087373 , 0.082126 , 0.092831 , 0.09409 , 0.080167 , 0.086614 , 0.07735 , 0.097961 , 0.076303 , 0.076773 , 0.089579 , 0.089755 , 0.075138 , 0.093414 , 0.102613 , 0.087091 , 0.076038 , 0.116925 , 0.109566 , 0.100884 , 0.098843 , 0.074091 , 0.077956 , 0.075826 , 0.081361 , 0.093296 
 536 , 0.073034 , 0.096989 , 0.105338 , 0.094615 , 0.080928 , 0.077321 , 0.085729 , 0.06736 , 0.062973 , 0.084152 , 0.076222 , 0.06733 , 0.063776 , 0.079116 , 0.088238 , 0.082989 , 0.093836 , 0.095058 , 0.081029 , 0.087559 , 0.078076 , 0.099008 , 0.077208 , 0.077681 , 0.090523 , 0.090683 , 0.076134 , 0.094355 , 0.103602 , 0.088162 , 0.077037 , 0.118139 , 0.110753 , 0.101937 , 0.099965 , 0.074705 , 0.07875 , 0.076612 , 0.082145 , 0.094249 
 537 , 0.073673 , 0.097814 , 0.106386 , 0.095413 , 0.081872 , 0.078161 , 0.086704 , 0.068225 , 0.063678 , 0.085091 , 0.07704 , 0.068059 , 0.064525 , 0.079933 , 0.089087 , 0.083823 , 0.09479 , 0.096011 , 0.081848 , 0.088476 , 0.078795 , 0.100019 , 0.07809 , 0.078558 , 0.091441 , 0.091571 , 0.077094 , 0.09527 , 0.104548 , 0.089164 , 0.077989 , 0.119304 , 0.111906 , 0.102948 , 0.101062 , 0.075327 , 0.079524 , 0.077349 , 0.082892 , 0.095128 
 538 , 0.074325 , 0.098582 , 0.107402 , 0.096202 , 0.082764 , 0.078961 , 0.087674 , 0.06907 , 0.064309 , 0.085942 , 0.07786 , 0.068701 , 0.065202 , 0.080663 , 0.089905 , 0.084615 , 0.095672 , 0.096928 , 0.082603 , 0.089346 , 0.079497 , 0.100963 , 0.078925 , 0.079372 , 0.092298 , 0.092381 , 0.077979 , 0.09613 , 0.105432 , 0.090048 , 0.078836 , 0.120382 , 0.113008 , 0.103891 , 0.102111 , 0.075962 , 0.080258 , 0.078009 , 0.083573 , 0.095851 
 539 , 0.074968 , 0.099347 , 0.108422 , 0.096988 , 0.08366 , 0.079759 , 0.088648 , 0.06992 , 0.064937 , 0.08679 , 0.078683 , 0.069346 , 0.065869 , 0.08139 , 0.090727 , 0.085404 , 0.096546 , 0.097842 , 0.083355 , 0.090213 , 0.080201 , 0.10191 , 0.079765 , 0.080189 , 0.093152 , 0.093188 , 0.078869 , 0.096988 , 0.106313 , 0.090936 , 0.079681 , 0.121457 , 0.114109 , 0.104832 , 0.103165 , 0.076598 , 0.080995 , 0.078665 , 0.084257 , 0.096575 
 540 , 0.075613 , 0.100115 , 0.109434 , 0.097771 , 0.084554 , 0.08056 , 0.089621 , 0.070767 , 0.065562 , 0.087642 , 0.079505 , 0.069988 , 0.06654 , 0.082119 , 0.091546 , 0.086191 , 0.097423 , 0.098754 , 0.084104 , 0.091084 , 0.080902 , 0.102856 , 0.080602 , 0.080998 , 0.094005 , 0.093999 , 0.079756 , 0.097842 , 0.107191 , 0.091822 , 0.08053 , 0.122531 , 0.115203 , 0.105776 , 0.104217 , 0.077226 , 0.081723 , 0.079319 , 0.084938 , 0.097297 
 541 , 0.076161 , 0.100904 , 0.110376 , 0.098489 , 0.085404 , 0.081358 , 0.090468 , 0.071458 , 0.066141 , 0.088439 , 0.080274 , 0.070531 , 0.067171 , 0.082827 , 0.092365 , 0.08697 , 0.098206 , 0.099717 , 0.08482 , 0.091883 , 0.081562 , 0.103806 , 0.081352 , 0.081719 , 0.094798 , 0.09478 , 0.080515 , 0.098622 , 0.108057 , 0.092618 , 0.081273 , 0.123593 , 0.116187 , 0.10669 , 0.105245 , 0.077823 , 0.082423 , 0.079967 , 0.085657 , 0.09811 
 542 , 0.076706 , 0.101698 , 0.111312 , 0.099206 , 0.086242 , 0.08216 , 0.091309 , 0.072146 , 0.066716 , 0.089229 , 0.081041 , 0.071064 , 0.067798 , 0.083533 , 0.093184 , 0.087741 , 0.098983 , 0.100688 , 0.085528 , 0.092682 , 0.08222 , 0.104745 , 0.0821 , 0.082438 , 0.09559 , 0.09556 , 0.081265 , 0.0994 , 0.108936 , 0.093413 , 0.082015 , 0.124658 , 0.117172 , 0.107606 , 0.106275 , 0.078411 , 0.083115 , 0.080612 , 0.086375 , 0.098934 
 543 , 0.077252 , 0.102488 , 0.112253 , 0.09992 , 0.087089 , 0.082954 , 0.092147 , 0.072831 , 0.067293 , 0.090022 , 0.081806 , 0.071599 , 0.068423 , 0.084241 , 0.093999 , 0.08851 , 0.099756 , 0.101663 , 0.086239 , 0.093483 , 0.082875 , 0.105689 , 0.082845 , 0.08316 , 0.096386 , 0.096343 , 0.082013 , 0.100175 , 0.109806 , 0.094206 , 0.08276 , 0.125715 , 0.118149 , 0.108518 , 0.107298 , 0.078995 , 0.083816 , 0.08126 , 0.087089 , 0.09975 
