MAT_00009.ref_MAT_DARK.spu,MAT_00008.ref_MAT_DARK.spu,MAT_00007.ref_MAT_DARK.spu,MAT_00006.ref_MAT_DARK.spu,MAT_00005.ref_MAT_DARK.spu,
Wavelength,MAT_00010_B2_P.spu,MAT_00011_B2_P.spu,MAT_00012_B2_P.spu,MAT_00013_B2_P.spu,MAT_00014_B2_P.spu,MAT_00015_B2_CT2.spu,MAT_00016_B2_CT2.spu,MAT_00017_B2_CT2.spu,MAT_00018_B2_CT2.spu,MAT_00019_B2_CT2.spu,MAT_00020_B2_CT1.spu,MAT_00021_B2_CT1.spu,MAT_00022_B2_CT1.spu,MAT_00023_B2_CT1.spu,MAT_00024_B2_CT1.spu,MAT_00025_B2_N.spu,MAT_00026_B2_N.spu,MAT_00027_B2_N.spu,MAT_00028_B2_N.spu,MAT_00029_B2_N.spu,MAT_00030_B2_NP.spu,MAT_00031_B2_NP.spu,MAT_00032_B2_NP.spu,MAT_00033_B2_NP.spu,MAT_00034_B2_NP.spu,MAT_00040_B4_CT2.spu,MAT_00041_B4_CT2.spu,MAT_00042_B4_CT2.spu,MAT_00043_B4_CT2.spu,MAT_00044_B4_CT2.spu,MAT_00045_B4_CT1.spu,MAT_00046_B4_CT1.spu,MAT_00047_B4_CT1.spu,MAT_00048_B4_CT1.spu,MAT_00049_B4_CT1.spu,MAT_00050_B4_N.spu,MAT_00051_B4_N.spu,MAT_00052_B4_N.spu,MAT_00053_B4_N.spu,MAT_00054_B4_N.spu,MAT_00055_B4_P.spu,MAT_00056_B4_P.spu,MAT_00057_B4_P.spu,MAT_00058_B4_P.spu,MAT_00059_B4_P.spu,MAT_00060_B4_NP.spu,MAT_00061_B4_NP.spu,MAT_00062_B4_NP.spu,MAT_00063_B4_NP.spu,MAT_00064_B4_NP.spu,MAT_00065_B3_N.spu,MAT_00066_B3_N.spu,MAT_00067_B3_N.spu,MAT_00068_B3_N.spu,MAT_00069_B3_N.spu,MAT_00070_B3_CT2.spu,MAT_00071_B3_CT2.spu,MAT_00072_B3_CT2.spu,MAT_00073_B3_CT2.spu,MAT_00074_B3_CT2.spu,MAT_00075_B3_CT1.spu,MAT_00076_B3_CT1.spu,MAT_00077_B3_CT1.spu,MAT_00078_B3_CT1.spu,MAT_00079_B3_CT1.spu,MAT_00080_B3_NP.spu,MAT_00081_B3_NP.spu,MAT_00082_B3_NP.spu,MAT_00083_B3_NP.spu,MAT_00084_B3_NP.spu,MAT_00085_B3_P.spu,MAT_00086_B3_P.spu,MAT_00087_B3_P.spu,MAT_00088_B3_P.spu,MAT_00089_B3_P.spu,MAT_00090_B1_CT2.spu,MAT_00091_B1_CT2.spu,MAT_00092_B1_CT2.spu,MAT_00093_B1_CT2.spu,MAT_00094_B1_CT2.spu,MAT_00095_B1_NP.spu,MAT_00096_B1_NP.spu,MAT_00097_B1_NP.spu,MAT_00098_B1_NP.spu,MAT_00099_B1_NP.spu,MAT_00100_B1_N.spu,MAT_00101_B1_N.spu,MAT_00102_B1_N.spu,MAT_00103_B1_N.spu,MAT_00104_B1_N.spu,MAT_00105_B1_P.spu,MAT_00106_B1_P.spu,MAT_00107_B1_P.spu,MAT_00108_B1_P.spu,MAT_00109_B1_P.spu,MAT_00110_B1_CT1.spu,MAT_00111_B1_CT1.spu,MAT_00112_B1_CT1.spu,MAT_00113_B1_CT1.spu,MAT_00114_B1_CT1.spu
 678 , 0.043795 , 0.056773 , 0.062699 , 0.072777 , 0.038364 , 0.040643 , 0.07184 , 0.079994 , 0.045745 , 0.078741 , 0.10909 , 0.091174 , 0.051266 , 0.054912 , 0.055925 , 0.045872 , 0.065535 , 0.06261 , 0.041934 , 0.056925 , 0.054431 , 0.041415 , 0.065813 , 0.079905 , 0.072815 , 0.043593 , 0.037376 , 0.049468 , 0.07041 , 0.07436 , 0.06694 , 0.054076 , 0.04634 , 0.059825 , 0.080982 , 0.070042 , 0.056026 , 0.056343 , 0.066662 , 0.06632 , 0.065244 , 0.052722 , 0.085489 , 0.063218 , 0.064839 , 0.031666 , 0.035604 , 0.028209 , 0.032805 , 0.041909 , 0.040807 , 0.045087 , 0.041947 , 0.05885 , 0.047847 , 0.068523 , 0.057191 , 0.073043 , 0.066535 , 0.09225 , 0.062458 , 0.060331 , 0.081526 , 0.084362 , 0.046568 , 0.026842 , 0.03944 , 0.049873 , 0.038022 , 0.051975 , 0.08892 , 0.076753 , 0.060812 , 0.042263 , 0.08892 , 0.070751 , 0.10795 , 0.087819 , 0.061458 , 0.094529 , 0.075018 , 0.048645 , 0.060724 , 0.05828 , 0.028779 , 0.036844 , 0.025247 , 0.035857 , 0.032793 , 0.030564 , 0.073866 , 0.100189 , 0.106849 , 0.074132 , 0.097391 , 0.092022 , 0.057482 , 0.072815 , 0.061268 , 0.054583 
 679 , 0.044198 , 0.057189 , 0.063176 , 0.073274 , 0.038692 , 0.040988 , 0.072298 , 0.080569 , 0.046076 , 0.079249 , 0.109709 , 0.091783 , 0.051594 , 0.055412 , 0.056389 , 0.046228 , 0.066069 , 0.063113 , 0.042359 , 0.057315 , 0.054664 , 0.041712 , 0.066335 , 0.080328 , 0.073287 , 0.04402 , 0.037817 , 0.050034 , 0.070864 , 0.074847 , 0.067452 , 0.054461 , 0.046837 , 0.060385 , 0.081558 , 0.070509 , 0.056465 , 0.056732 , 0.067172 , 0.066868 , 0.06579 , 0.053116 , 0.086037 , 0.063671 , 0.065396 , 0.031981 , 0.036003 , 0.028429 , 0.03306 , 0.042232 , 0.041191 , 0.045505 , 0.042371 , 0.059345 , 0.048245 , 0.069025 , 0.057696 , 0.073553 , 0.067046 , 0.092925 , 0.062961 , 0.060842 , 0.081977 , 0.084831 , 0.047078 , 0.027364 , 0.039821 , 0.050287 , 0.038451 , 0.05233 , 0.089512 , 0.077283 , 0.061438 , 0.042701 , 0.089424 , 0.071283 , 0.108554 , 0.088409 , 0.061958 , 0.095094 , 0.075431 , 0.049108 , 0.06107 , 0.058635 , 0.029203 , 0.037233 , 0.025474 , 0.036142 , 0.033098 , 0.030916 , 0.074353 , 0.100702 , 0.107374 , 0.074683 , 0.098012 , 0.09257 , 0.058013 , 0.073325 , 0.061781 , 0.055045 
 680 , 0.044603 , 0.057619 , 0.063657 , 0.073775 , 0.03901 , 0.041336 , 0.072758 , 0.081147 , 0.046408 , 0.079749 , 0.110344 , 0.092397 , 0.051912 , 0.055929 , 0.056869 , 0.046599 , 0.066606 , 0.063619 , 0.042785 , 0.057721 , 0.054899 , 0.04201 , 0.066873 , 0.08074 , 0.073775 , 0.044438 , 0.038273 , 0.050628 , 0.071322 , 0.075338 , 0.067953 , 0.054848 , 0.047349 , 0.060937 , 0.082151 , 0.070991 , 0.056907 , 0.057111 , 0.067699 , 0.067419 , 0.066352 , 0.053513 , 0.0866 , 0.064127 , 0.06597 , 0.032286 , 0.036404 , 0.028651 , 0.033316 , 0.042557 , 0.041578 , 0.045912 , 0.042798 , 0.059844 , 0.048645 , 0.069517 , 0.058217 , 0.074067 , 0.067546 , 0.093604 , 0.063453 , 0.061356 , 0.082444 , 0.085304 , 0.04759 , 0.027875 , 0.040205 , 0.050692 , 0.038883 , 0.052675 , 0.090121 , 0.077804 , 0.062068 , 0.043141 , 0.089931 , 0.07183 , 0.109162 , 0.089003 , 0.062475 , 0.095663 , 0.075834 , 0.04956 , 0.061432 , 0.058979 , 0.029629 , 0.037625 , 0.025702 , 0.036443 , 0.033417 , 0.031282 , 0.074855 , 0.101218 , 0.107904 , 0.075249 , 0.09865 , 0.093108 , 0.058547 , 0.073851 , 0.062309 , 0.055509 
 681 , 0.045307 , 0.058262 , 0.0644 , 0.074605 , 0.039566 , 0.041944 , 0.073505 , 0.082085 , 0.046944 , 0.080513 , 0.111165 , 0.0933 , 0.052405 , 0.056701 , 0.057661 , 0.047238 , 0.067418 , 0.064451 , 0.043504 , 0.058377 , 0.055244 , 0.042417 , 0.067801 , 0.081293 , 0.074528 , 0.04518 , 0.038965 , 0.051599 , 0.072098 , 0.076114 , 0.068645 , 0.055359 , 0.048121 , 0.061765 , 0.083134 , 0.071766 , 0.057584 , 0.057788 , 0.068505 , 0.068249 , 0.067162 , 0.054182 , 0.087469 , 0.064835 , 0.066881 , 0.032852 , 0.036957 , 0.028913 , 0.033607 , 0.043134 , 0.042213 , 0.046471 , 0.043428 , 0.060615 , 0.049182 , 0.070321 , 0.059067 , 0.074873 , 0.068415 , 0.094745 , 0.064285 , 0.062213 , 0.083313 , 0.085935 , 0.048364 , 0.02853 , 0.040832 , 0.051305 , 0.039463 , 0.0533 , 0.09105 , 0.078671 , 0.062789 , 0.043799 , 0.090692 , 0.072712 , 0.110001 , 0.089937 , 0.063326 , 0.096459 , 0.07642 , 0.050333 , 0.061945 , 0.059553 , 0.030256 , 0.038287 , 0.026062 , 0.03697 , 0.033952 , 0.031842 , 0.075628 , 0.101996 , 0.10871 , 0.076114 , 0.099605 , 0.093825 , 0.059374 , 0.074809 , 0.063211 , 0.056267 
 682 , 0.046184 , 0.059055 , 0.065304 , 0.075621 , 0.040242 , 0.042706 , 0.074415 , 0.083257 , 0.047595 , 0.081435 , 0.112091 , 0.09437 , 0.052985 , 0.057643 , 0.058631 , 0.04807 , 0.068397 , 0.065484 , 0.0444 , 0.059196 , 0.055654 , 0.042899 , 0.068961 , 0.081909 , 0.075429 , 0.046094 , 0.039819 , 0.052831 , 0.073081 , 0.077059 , 0.069423 , 0.055937 , 0.049058 , 0.062776 , 0.084373 , 0.072721 , 0.058388 , 0.058631 , 0.069488 , 0.069231 , 0.068115 , 0.055013 , 0.088518 , 0.065689 , 0.068012 , 0.033557 , 0.037599 , 0.029219 , 0.033916 , 0.043848 , 0.042989 , 0.047095 , 0.044195 , 0.061544 , 0.04979 , 0.071284 , 0.06012 , 0.075865 , 0.0695 , 0.096166 , 0.065317 , 0.063277 , 0.084437 , 0.08667 , 0.049302 , 0.029258 , 0.041603 , 0.052048 , 0.04014 , 0.054089 , 0.092175 , 0.079741 , 0.063559 , 0.04458 , 0.091585 , 0.073799 , 0.110975 , 0.091085 , 0.064393 , 0.097372 , 0.077097 , 0.051291 , 0.062558 , 0.060248 , 0.03099 , 0.039126 , 0.026499 , 0.037637 , 0.034609 , 0.032517 , 0.076558 , 0.102929 , 0.109666 , 0.077149 , 0.10076 , 0.094613 , 0.060389 , 0.076032 , 0.064342 , 0.05722 
 683 , 0.047095 , 0.059857 , 0.066232 , 0.076663 , 0.040952 , 0.043489 , 0.075363 , 0.084455 , 0.04828 , 0.082381 , 0.113044 , 0.095478 , 0.053573 , 0.058608 , 0.059638 , 0.048911 , 0.069387 , 0.066554 , 0.045331 , 0.060038 , 0.056071 , 0.043386 , 0.07016 , 0.082549 , 0.076367 , 0.047044 , 0.040695 , 0.054101 , 0.074088 , 0.078028 , 0.070224 , 0.056535 , 0.050019 , 0.063824 , 0.085652 , 0.073701 , 0.059214 , 0.05951 , 0.070482 , 0.070237 , 0.069091 , 0.055865 , 0.089593 , 0.066567 , 0.069168 , 0.034294 , 0.038248 , 0.029517 , 0.03423 , 0.044597 , 0.043786 , 0.047739 , 0.044983 , 0.062497 , 0.050405 , 0.072285 , 0.06121 , 0.076882 , 0.070611 , 0.097616 , 0.066387 , 0.064378 , 0.085601 , 0.087417 , 0.050276 , 0.030006 , 0.042408 , 0.0528 , 0.040824 , 0.054886 , 0.093315 , 0.080836 , 0.064352 , 0.045395 , 0.092491 , 0.074912 , 0.111988 , 0.092246 , 0.065485 , 0.098311 , 0.077797 , 0.052272 , 0.06318 , 0.060952 , 0.031757 , 0.039999 , 0.026954 , 0.038338 , 0.035286 , 0.033226 , 0.0775 , 0.103888 , 0.110662 , 0.078209 , 0.101943 , 0.095427 , 0.061416 , 0.077281 , 0.065498 , 0.058183 
 684 , 0.04826 , 0.060897 , 0.067409 , 0.077966 , 0.041825 , 0.044487 , 0.076519 , 0.085938 , 0.049113 , 0.083548 , 0.114209 , 0.096843 , 0.05432 , 0.05985 , 0.060923 , 0.049979 , 0.070639 , 0.067913 , 0.046529 , 0.061104 , 0.056594 , 0.043996 , 0.071673 , 0.083341 , 0.077526 , 0.048221 , 0.041825 , 0.055703 , 0.075356 , 0.079219 , 0.071221 , 0.057279 , 0.051193 , 0.065148 , 0.08723 , 0.074929 , 0.060238 , 0.060626 , 0.071751 , 0.071505 , 0.070329 , 0.056917 , 0.090913 , 0.067655 , 0.070614 , 0.035197 , 0.039125 , 0.029925 , 0.034641 , 0.045508 , 0.04481 , 0.048596 , 0.045986 , 0.06374 , 0.051245 , 0.073521 , 0.062603 , 0.078172 , 0.071996 , 0.099363 , 0.067681 , 0.065755 , 0.086985 , 0.088406 , 0.05149 , 0.030933 , 0.043466 , 0.053752 , 0.041709 , 0.055858 , 0.09475 , 0.082165 , 0.065432 , 0.046387 , 0.093613 , 0.076286 , 0.113189 , 0.093665 , 0.066854 , 0.099466 , 0.078676 , 0.053506 , 0.063985 , 0.061801 , 0.032742 , 0.041089 , 0.027522 , 0.039203 , 0.036179 , 0.034137 , 0.078676 , 0.105074 , 0.111909 , 0.079542 , 0.103446 , 0.096443 , 0.062732 , 0.078844 , 0.066983 , 0.059411 
 685 , 0.050022 , 0.06244 , 0.069193 , 0.0799 , 0.043074 , 0.045991 , 0.078189 , 0.088093 , 0.050333 , 0.085241 , 0.115845 , 0.098826 , 0.055376 , 0.061727 , 0.062868 , 0.05159 , 0.072499 , 0.07001 , 0.048376 , 0.062699 , 0.057385 , 0.044941 , 0.073964 , 0.084489 , 0.079239 , 0.049931 , 0.043567 , 0.058124 , 0.077243 , 0.080924 , 0.072654 , 0.058357 , 0.052848 , 0.067184 , 0.089493 , 0.076725 , 0.06174 , 0.062272 , 0.073666 , 0.073406 , 0.072227 , 0.058448 , 0.092798 , 0.069232 , 0.072693 , 0.036502 , 0.040495 , 0.030578 , 0.035297 , 0.046846 , 0.046367 , 0.049918 , 0.047468 , 0.065629 , 0.052589 , 0.075299 , 0.064708 , 0.080069 , 0.074016 , 0.10182 , 0.069543 , 0.067819 , 0.088896 , 0.08992 , 0.053263 , 0.032251 , 0.045148 , 0.05522 , 0.043009 , 0.057203 , 0.096842 , 0.084074 , 0.067184 , 0.047831 , 0.095235 , 0.078254 , 0.114847 , 0.09565 , 0.068856 , 0.101081 , 0.080017 , 0.055376 , 0.065214 , 0.062959 , 0.034286 , 0.042737 , 0.028388 , 0.040495 , 0.037565 , 0.035582 , 0.080354 , 0.106785 , 0.113758 , 0.081534 , 0.105683 , 0.097957 , 0.064708 , 0.081145 , 0.069219 , 0.061235 
 686 , 0.051849 , 0.064024 , 0.071009 , 0.081884 , 0.044369 , 0.04753 , 0.079906 , 0.090313 , 0.051589 , 0.086983 , 0.117538 , 0.100849 , 0.05648 , 0.063647 , 0.064844 , 0.053241 , 0.074391 , 0.072154 , 0.050275 , 0.064336 , 0.05821 , 0.045904 , 0.076316 , 0.085656 , 0.080999 , 0.051693 , 0.045358 , 0.060603 , 0.079165 , 0.082664 , 0.074105 , 0.059458 , 0.054541 , 0.069253 , 0.091822 , 0.078554 , 0.06327 , 0.063972 , 0.075614 , 0.075354 , 0.074157 , 0.060018 , 0.094748 , 0.070853 , 0.074833 , 0.037839 , 0.041898 , 0.031245 , 0.035953 , 0.048207 , 0.047946 , 0.051276 , 0.048987 , 0.067575 , 0.053956 , 0.077136 , 0.066873 , 0.082027 , 0.076082 , 0.104322 , 0.071451 , 0.06993 , 0.090846 , 0.09147 , 0.055075 , 0.033599 , 0.046867 , 0.056714 , 0.044343 , 0.058574 , 0.098989 , 0.086033 , 0.06898 , 0.049312 , 0.096882 , 0.080284 , 0.116562 , 0.097701 , 0.070892 , 0.102722 , 0.081389 , 0.057286 , 0.066469 , 0.064141 , 0.035849 , 0.044421 , 0.029267 , 0.041833 , 0.038984 , 0.037072 , 0.082053 , 0.108536 , 0.115665 , 0.083562 , 0.107964 , 0.099522 , 0.066743 , 0.083497 , 0.071503 , 0.063113 
 687 , 0.053705 , 0.065663 , 0.072882 , 0.083912 , 0.04569 , 0.049123 , 0.081667 , 0.092593 , 0.052882 , 0.088768 , 0.119276 , 0.102932 , 0.057595 , 0.065623 , 0.06689 , 0.054919 , 0.076341 , 0.074357 , 0.052204 , 0.066015 , 0.059044 , 0.046891 , 0.078717 , 0.086863 , 0.082803 , 0.053483 , 0.047191 , 0.063143 , 0.081145 , 0.084461 , 0.07561 , 0.060584 , 0.056277 , 0.07138 , 0.094212 , 0.08044 , 0.06484 , 0.065715 , 0.07762 , 0.077346 , 0.076145 , 0.061616 , 0.096745 , 0.072503 , 0.07702 , 0.039202 , 0.04334 , 0.031931 , 0.03663 , 0.049606 , 0.04958 , 0.052674 , 0.050559 , 0.069553 , 0.055363 , 0.079004 , 0.069096 , 0.084017 , 0.078195 , 0.106901 , 0.073417 , 0.072098 , 0.092841 , 0.093063 , 0.056929 , 0.034985 , 0.048627 , 0.058235 , 0.045703 , 0.059984 , 0.101196 , 0.088037 , 0.070832 , 0.05082 , 0.098585 , 0.082346 , 0.11831 , 0.099799 , 0.072999 , 0.104407 , 0.08279 , 0.05924 , 0.067764 , 0.065362 , 0.037466 , 0.046147 , 0.030168 , 0.043183 , 0.040429 , 0.038588 , 0.083808 , 0.110321 , 0.117618 , 0.085662 , 0.110308 , 0.101118 , 0.068822 , 0.08591 , 0.073848 , 0.065023 
 688 , 0.056547 , 0.068146 , 0.075622 , 0.086869 , 0.04768 , 0.05149 , 0.084139 , 0.095971 , 0.054675 , 0.091472 , 0.121898 , 0.106113 , 0.059005 , 0.068523 , 0.069927 , 0.057575 , 0.079224 , 0.077767 , 0.055338 , 0.068562 , 0.059993 , 0.048291 , 0.082461 , 0.088234 , 0.085283 , 0.055988 , 0.049981 , 0.066988 , 0.083827 , 0.08683 , 0.077728 , 0.062113 , 0.058654 , 0.074426 , 0.097557 , 0.083176 , 0.06704 , 0.068211 , 0.080537 , 0.080251 , 0.079055 , 0.063894 , 0.09952 , 0.074829 , 0.080147 , 0.041296 , 0.045573 , 0.032714 , 0.037499 , 0.051672 , 0.051932 , 0.054649 , 0.052816 , 0.072488 , 0.057354 , 0.081772 , 0.072293 , 0.086934 , 0.080979 , 0.110429 , 0.076207 , 0.075063 , 0.095932 , 0.095139 , 0.059564 , 0.037291 , 0.051204 , 0.06037 , 0.047485 , 0.062022 , 0.104149 , 0.090874 , 0.073542 , 0.053102 , 0.100795 , 0.085309 , 0.120597 , 0.102537 , 0.075921 , 0.106542 , 0.084646 , 0.062269 , 0.069446 , 0.066949 , 0.039943 , 0.048746 , 0.031544 , 0.045365 , 0.042687 , 0.040802 , 0.08631 , 0.112887 , 0.120454 , 0.088676 , 0.113589 , 0.103057 , 0.071656 , 0.089236 , 0.077234 , 0.067743 
 689 , 0.059453 , 0.070708 , 0.078437 , 0.089888 , 0.049719 , 0.053909 , 0.086661 , 0.099426 , 0.056499 , 0.094234 , 0.124591 , 0.10938 , 0.060441 , 0.071489 , 0.073037 , 0.060285 , 0.082185 , 0.081261 , 0.058542 , 0.071163 , 0.060975 , 0.049732 , 0.086271 , 0.089628 , 0.087832 , 0.058542 , 0.052829 , 0.070903 , 0.086557 , 0.089263 , 0.079908 , 0.063668 , 0.061079 , 0.077526 , 0.100974 , 0.085984 , 0.06929 , 0.07076 , 0.083525 , 0.083226 , 0.082055 , 0.066219 , 0.102354 , 0.077214 , 0.083343 , 0.043435 , 0.047872 , 0.033532 , 0.038386 , 0.053792 , 0.054339 , 0.056668 , 0.055106 , 0.075471 , 0.059374 , 0.084592 , 0.075549 , 0.089901 , 0.083824 , 0.114026 , 0.079075 , 0.078073 , 0.099088 , 0.097279 , 0.06225 , 0.039661 , 0.053831 , 0.062536 , 0.04929 , 0.064098 , 0.107155 , 0.093766 , 0.076316 , 0.055419 , 0.103069 , 0.088327 , 0.122939 , 0.10532 , 0.078906 , 0.10873 , 0.086557 , 0.065386 , 0.071177 , 0.068574 , 0.042472 , 0.051398 , 0.032947 , 0.047598 , 0.044983 , 0.043083 , 0.08886 , 0.115522 , 0.123355 , 0.091749 , 0.116953 , 0.105034 , 0.07456 , 0.092621 , 0.080714 , 0.070526 
 690 , 0.062362 , 0.073262 , 0.081244 , 0.092912 , 0.051762 , 0.056346 , 0.089187 , 0.102886 , 0.058338 , 0.097014 , 0.127303 , 0.112653 , 0.06188 , 0.074473 , 0.076152 , 0.063013 , 0.085164 , 0.084773 , 0.06175 , 0.073769 , 0.061971 , 0.051176 , 0.090099 , 0.091023 , 0.090385 , 0.061099 , 0.055682 , 0.074837 , 0.089305 , 0.091688 , 0.08209 , 0.065227 , 0.063508 , 0.080645 , 0.104397 , 0.088797 , 0.071556 , 0.073327 , 0.086531 , 0.086205 , 0.085059 , 0.068548 , 0.105204 , 0.07959 , 0.086544 , 0.045577 , 0.050161 , 0.034339 , 0.039261 , 0.055903 , 0.05675 , 0.05869 , 0.057414 , 0.078457 , 0.061399 , 0.087403 , 0.078822 , 0.092886 , 0.086661 , 0.11764 , 0.081934 , 0.081114 , 0.102248 , 0.09941 , 0.06494 , 0.042035 , 0.056463 , 0.064719 , 0.051098 , 0.066178 , 0.110179 , 0.096675 , 0.079095 , 0.057752 , 0.105335 , 0.091362 , 0.125284 , 0.108134 , 0.081908 , 0.110934 , 0.088471 , 0.068508 , 0.072897 , 0.070201 , 0.045017 , 0.054067 , 0.034352 , 0.049848 , 0.047296 , 0.045355 , 0.091427 , 0.118148 , 0.126274 , 0.094852 , 0.120336 , 0.107014 , 0.077455 , 0.096024 , 0.084187 , 0.073314 
 691 , 0.066012 , 0.076558 , 0.084759 , 0.096705 , 0.054299 , 0.059404 , 0.092235 , 0.107161 , 0.060544 , 0.100436 , 0.13065 , 0.116761 , 0.06355 , 0.078204 , 0.080147 , 0.066621 , 0.088918 , 0.089398 , 0.065986 , 0.077154 , 0.063213 , 0.05303 , 0.095111 , 0.09287 , 0.09366 , 0.064327 , 0.059313 , 0.079953 , 0.092753 , 0.094736 , 0.084772 , 0.067074 , 0.066297 , 0.084513 , 0.108599 , 0.092339 , 0.074343 , 0.076493 , 0.090434 , 0.09011 , 0.088879 , 0.07144 , 0.108586 , 0.08257 , 0.090525 , 0.048365 , 0.053107 , 0.035396 , 0.040436 , 0.058614 , 0.059819 , 0.061386 , 0.060479 , 0.082311 , 0.063822 , 0.090927 , 0.082971 , 0.096718 , 0.09002 , 0.121931 , 0.085614 , 0.084811 , 0.106267 , 0.102147 , 0.068305 , 0.044893 , 0.059948 , 0.067554 , 0.053392 , 0.06881 , 0.113807 , 0.100229 , 0.08235 , 0.060674 , 0.108171 , 0.095034 , 0.128137 , 0.111371 , 0.085485 , 0.113535 , 0.090862 , 0.072542 , 0.075133 , 0.072308 , 0.048404 , 0.057577 , 0.036174 , 0.052874 , 0.050296 , 0.04821 , 0.094632 , 0.121464 , 0.129873 , 0.098817 , 0.124535 , 0.109415 , 0.080963 , 0.100151 , 0.088568 , 0.076791 
 692 , 0.07008 , 0.080277 , 0.088668 , 0.100918 , 0.057081 , 0.062812 , 0.095561 , 0.111877 , 0.062954 , 0.104223 , 0.134364 , 0.121313 , 0.06533 , 0.082369 , 0.084653 , 0.070725 , 0.093121 , 0.094657 , 0.070777 , 0.080962 , 0.064581 , 0.055106 , 0.100815 , 0.094954 , 0.097317 , 0.067911 , 0.06338 , 0.085686 , 0.096568 , 0.098104 , 0.087751 , 0.069073 , 0.069254 , 0.088771 , 0.11322 , 0.09631 , 0.077399 , 0.079981 , 0.094838 , 0.094515 , 0.093173 , 0.074636 , 0.112252 , 0.08588 , 0.094941 , 0.051505 , 0.056423 , 0.036595 , 0.041759 , 0.061638 , 0.063251 , 0.064439 , 0.063948 , 0.086616 , 0.066465 , 0.094825 , 0.087597 , 0.100995 , 0.093651 , 0.126593 , 0.089752 , 0.088874 , 0.110741 , 0.105191 , 0.072016 , 0.048006 , 0.063884 , 0.070738 , 0.055958 , 0.071732 , 0.117802 , 0.104158 , 0.085841 , 0.063935 , 0.111309 , 0.099046 , 0.131253 , 0.114833 , 0.089378 , 0.116344 , 0.093522 , 0.077076 , 0.077644 , 0.074688 , 0.052253 , 0.06156 , 0.038209 , 0.056345 , 0.05366 , 0.051376 , 0.098169 , 0.125147 , 0.13386 , 0.10328 , 0.1292 , 0.112032 , 0.084795 , 0.104674 , 0.093431 , 0.080626 
 693 , 0.074069 , 0.083934 , 0.092512 , 0.105065 , 0.059818 , 0.066172 , 0.09884 , 0.116524 , 0.065323 , 0.107959 , 0.138029 , 0.12581 , 0.067085 , 0.086454 , 0.089078 , 0.074763 , 0.097258 , 0.09983 , 0.075509 , 0.084718 , 0.065928 , 0.057143 , 0.106428 , 0.097001 , 0.100911 , 0.071445 , 0.067381 , 0.091329 , 0.100332 , 0.101412 , 0.090673 , 0.071046 , 0.072165 , 0.092962 , 0.117772 , 0.100203 , 0.08041 , 0.083406 , 0.099187 , 0.098853 , 0.097399 , 0.077799 , 0.115856 , 0.089142 , 0.09929 , 0.054584 , 0.059677 , 0.037761 , 0.043073 , 0.064616 , 0.066622 , 0.067445 , 0.067368 , 0.090866 , 0.069066 , 0.09866 , 0.092152 , 0.105219 , 0.097207 , 0.131173 , 0.093811 , 0.092872 , 0.115135 , 0.10819 , 0.075677 , 0.051073 , 0.067767 , 0.073863 , 0.058468 , 0.074596 , 0.12172 , 0.108023 , 0.089258 , 0.067137 , 0.114402 , 0.103007 , 0.134312 , 0.118248 , 0.093194 , 0.119122 , 0.096139 , 0.081528 , 0.080114 , 0.077014 , 0.05605 , 0.065477 , 0.040205 , 0.059767 , 0.056976 , 0.054481 , 0.101644 , 0.128756 , 0.137784 , 0.107663 , 0.133771 , 0.114621 , 0.088551 , 0.109116 , 0.098223 , 0.084409 
 694 , 0.078392 , 0.087899 , 0.096689 , 0.109528 , 0.062798 , 0.06982 , 0.10234 , 0.121534 , 0.067847 , 0.111963 , 0.14201 , 0.13067 , 0.068961 , 0.090846 , 0.093909 , 0.079276 , 0.101763 , 0.105543 , 0.08075 , 0.08886 , 0.067385 , 0.059338 , 0.112642 , 0.099214 , 0.1048 , 0.075227 , 0.071742 , 0.097497 , 0.104416 , 0.104954 , 0.093832 , 0.07319 , 0.075265 , 0.097509 , 0.122649 , 0.104416 , 0.083658 , 0.087143 , 0.103903 , 0.10357 , 0.101981 , 0.081185 , 0.119651 , 0.092653 , 0.103942 , 0.057967 , 0.063259 , 0.039029 , 0.044462 , 0.067885 , 0.070307 , 0.070768 , 0.071101 , 0.095485 , 0.071972 , 0.102763 , 0.097151 , 0.10981 , 0.100956 , 0.135949 , 0.098201 , 0.097125 , 0.119817 , 0.111386 , 0.079673 , 0.054482 , 0.072049 , 0.077264 , 0.061184 , 0.0777 , 0.125942 , 0.112206 , 0.093114 , 0.070653 , 0.117652 , 0.107222 , 0.137564 , 0.121855 , 0.097304 , 0.122098 , 0.099009 , 0.086451 , 0.082748 , 0.079532 , 0.060223 , 0.069769 , 0.042386 , 0.063541 , 0.060645 , 0.057903 , 0.105415 , 0.132631 , 0.14201 , 0.112462 , 0.138666 , 0.117383 , 0.092576 , 0.113795 , 0.103391 , 0.088527 
