  time  ,:54:32 A,:54:39 A,:54:47 A,:54:55 A,:55:04 A,:55:21 A,:55:37 A,:55:44 A,:55:52 A,:56:00 A,:56:34 A,:56:43 A,:56:51 A,:57:00 A,:57:08 A,:57:33 A,:57:41 A,:57:50 A,:57:57 A,:58:04 A,:58:57 A,:59:10 A,:59:18 A,:59:26 A,:59:33 A,:00:17 A,:00:28 A,:00:35 A,:00:46 A,:00:54 A,:01:48 A,:02:00 A,:02:10 A,:02:18 A,:02:27 A,:02:48 A,:02:57 A,:03:06 A,:03:17 A,:03:27 A,:04:13 A,:04:23 A,:04:30 A,:04:38 A,:04:46 A,:05:06 A,:05:15 A,:05:25 A,:05:34 A,:05:44 A,:06:22 A,:06:32 A,:06:42 A,:06:53 A,:07:05 A,:07:32 A,:07:42 A,:07:54 A,:08:03 A,:08:13 A,:09:01 A,:09:09 A,:09:17 A,:09:25 A,:09:33 A,:09:58 A,:10:34 A,:10:41 A,:10:48 A,:10:56 A,:12:44 A,:12:51 A,:12:58 A,:13:13 A,:13:22 A,:13:41 A,:13:48 A,:13:54 A,:14:03 A,:14:16 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 336 , 0 , 0.000261 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000176 , 0.000047 , 0 , 0.001234 , 0.002369 , 0.001326 , 0 , 0 , 0 , 0 , 0 , 0.000668 , 0 , 0.001905 , 0 , 0.001985 , 0 , 0 , 0.000135 , 0 , 0 , 0 , 0 , 0 , 0.004178 , 0.000261 , 0 , 0.00022 , 0.00069 , 0 , 0.00567 , 0 , 0.000359 , 0.000208 , 0 , 0.000422 , 0.0007 , 0.000243 , 0.000139 , 0 , 0.000762 , 0 , 0.000263 , 0.00171 , 0 , 0.000138 , 0.000414 , 0.000168 , 0.000087 , 0.000407 , 0.000514 , 0.000673 , 0 , 0 , 0.002986 , 0.000054 , 0.000745 , 0.000116 , 0 , 0.001858 , 0 , 0 , 0.002719 , 0.000324 , 0.001332 , 0.00103 , 0.000376 , 0.000355 , 0.000586 , 0.001565 , 0.002828 , 0.001211 
 337 , 0 , 0.000496 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000279 , 0.000093 , 0 , 0.001969 , 0.003122 , 0.002419 , 0 , 0 , 0 , 0 , 0 , 0.001169 , 0 , 0.003094 , 0 , 0.002527 , 0 , 0 , 0.000231 , 0 , 0 , 0 , 0 , 0 , 0.004898 , 0.000486 , 0 , 0.000407 , 0.001181 , 0 , 0.006218 , 0 , 0.000647 , 0.000375 , 0 , 0.000824 , 0.0013 , 0.000442 , 0.000247 , 0 , 0.001456 , 0 , 0.000458 , 0.002184 , 0 , 0.000278 , 0.000918 , 0.00031 , 0.000166 , 0.000627 , 0.00085 , 0.001259 , 0 , 0 , 0.004755 , 0.000091 , 0.00135 , 0.000212 , 0 , 0.002933 , 0 , 0 , 0.003294 , 0.00058 , 0.002546 , 0.001977 , 0.000678 , 0.000655 , 0.001191 , 0.002707 , 0.003753 , 0.001796 
 338 , 0 , 0.000733 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000358 , 0.00014 , 0 , 0.002544 , 0.003804 , 0.00345 , 0 , 0 , 0 , 0 , 0 , 0.001614 , 0 , 0.004226 , 0 , 0.002979 , 0 , 0 , 0.000312 , 0 , 0 , 0 , 0 , 0 , 0.005499 , 0.000705 , 0 , 0.000588 , 0.001602 , 0 , 0.006663 , 0 , 0.000915 , 0.00053 , 0 , 0.001247 , 0.001881 , 0.000628 , 0.000345 , 0 , 0.002162 , 0 , 0.000628 , 0.002611 , 0 , 0.000433 , 0.001594 , 0.000446 , 0.000248 , 0.000793 , 0.001126 , 0.001835 , 0 , 0 , 0.006267 , 0.000122 , 0.001915 , 0.000303 , 0 , 0.003994 , 0 , 0 , 0.00381 , 0.000814 , 0.00378 , 0.002949 , 0.000958 , 0.000942 , 0.001875 , 0.003757 , 0.004616 , 0.002389 
 339 , 0 , 0.00062 , 0 , 0 , 0 , 0.000453 , 0.000189 , 0.000442 , 0.001355 , 0.000246 , 0 , 0.004146 , 0.004688 , 0.004227 , 0 , 0 , 0 , 0.000262 , 0.000137 , 0.002252 , 0.000135 , 0.005055 , 0.000798 , 0.004358 , 0.000089 , 0.000281 , 0.001016 , 0.000621 , 0.000362 , 0 , 0.000068 , 0 , 0.00719 , 0.001465 , 0.000793 , 0.001299 , 0.002574 , 0.000448 , 0.007878 , 0.000207 , 0.00175 , 0.001355 , 0.000702 , 0.002056 , 0.002974 , 0.001463 , 0.000964 , 0.000239 , 0.002586 , 0.000557 , 0.001242 , 0.003741 , 0.000548 , 0.001388 , 0.002344 , 0.001196 , 0.001005 , 0.001225 , 0.002259 , 0.003075 , 0.000593 , 0.000479 , 0.006806 , 0.000694 , 0.002554 , 0.000888 , 0.00051 , 0.004583 , 0 , 0 , 0.004714 , 0.001801 , 0.004352 , 0.003543 , 0.001992 , 0.001786 , 0.002936 , 0.004924 , 0.005823 , 0.003278 
 340 , 0 , 0.000436 , 0 , 0 , 0 , 0.00089 , 0.000397 , 0.000902 , 0.002677 , 0.000349 , 0 , 0.00581 , 0.005397 , 0.004822 , 0 , 0 , 0 , 0.000535 , 0.000299 , 0.002837 , 0.00027 , 0.005709 , 0.001554 , 0.006047 , 0.000188 , 0.000598 , 0.001831 , 0.001206 , 0.00072 , 0 , 0.000142 , 0 , 0.009098 , 0.002196 , 0.001719 , 0.002042 , 0.003608 , 0.000979 , 0.009097 , 0.000439 , 0.002471 , 0.002184 , 0.001504 , 0.002883 , 0.003893 , 0.002264 , 0.001697 , 0.000512 , 0.002889 , 0.001165 , 0.001911 , 0.004854 , 0.001133 , 0.002406 , 0.002896 , 0.002118 , 0.001897 , 0.001638 , 0.00334 , 0.004383 , 0.001266 , 0.000984 , 0.007021 , 0.001316 , 0.003146 , 0.001559 , 0.001075 , 0.004963 , 0 , 0 , 0.005543 , 0.002882 , 0.004673 , 0.003979 , 0.003132 , 0.002629 , 0.003896 , 0.006051 , 0.007038 , 0.004078 
 341 , 0 , 0.000262 , 0 , 0 , 0 , 0.001227 , 0.00058 , 0.001284 , 0.004153 , 0.000435 , 0 , 0.007288 , 0.005905 , 0.005284 , 0 , 0 , 0 , 0.000761 , 0.000455 , 0.00332 , 0.000379 , 0.006242 , 0.002129 , 0.007888 , 0.000277 , 0.000887 , 0.002608 , 0.001647 , 0.001004 , 0 , 0.000207 , 0 , 0.011001 , 0.002785 , 0.00259 , 0.002694 , 0.004567 , 0.001488 , 0.010169 , 0.000647 , 0.002995 , 0.002871 , 0.002241 , 0.003632 , 0.004566 , 0.002901 , 0.00242 , 0.000761 , 0.003127 , 0.001698 , 0.002527 , 0.00579 , 0.001632 , 0.003303 , 0.003281 , 0.003078 , 0.002764 , 0.001976 , 0.004197 , 0.005595 , 0.001879 , 0.001409 , 0.007108 , 0.001864 , 0.003666 , 0.002199 , 0.001577 , 0.005232 , 0 , 0 , 0.006212 , 0.003876 , 0.004885 , 0.004334 , 0.004196 , 0.003344 , 0.004675 , 0.007096 , 0.008179 , 0.004721 
 342 , 0 , 0.001016 , 0.000018 , 0.000031 , 0.0003 , 0.001801 , 0.001199 , 0.001626 , 0.005362 , 0.000985 , 0 , 0.008442 , 0.006356 , 0.006187 , 0.000038 , 0.000168 , 0.000376 , 0.001356 , 0.001006 , 0.004009 , 0.000791 , 0.006794 , 0.002782 , 0.009119 , 0.000692 , 0.001381 , 0.003454 , 0.002243 , 0.00161 , 0.000305 , 0.000734 , 0.000427 , 0.012478 , 0.003568 , 0.003244 , 0.00339 , 0.005435 , 0.002167 , 0.011035 , 0.001255 , 0.003678 , 0.003523 , 0.003046 , 0.004477 , 0.005245 , 0.003615 , 0.003122 , 0.001135 , 0.003772 , 0.002247 , 0.003114 , 0.006867 , 0.002391 , 0.003954 , 0.003771 , 0.003972 , 0.003549 , 0.002623 , 0.004936 , 0.006456 , 0.002578 , 0.001912 , 0.007573 , 0.002553 , 0.004403 , 0.002826 , 0.001988 , 0.005778 , 0.000284 , 0.000198 , 0.007072 , 0.004705 , 0.005432 , 0.005011 , 0.00519 , 0.003897 , 0.005498 , 0.00798 , 0.009296 , 0.005452 
 343 , 0 , 0.002754 , 0.000061 , 0.0001 , 0.000841 , 0.002641 , 0.002282 , 0.001938 , 0.005994 , 0.002203 , 0 , 0.009217 , 0.00676 , 0.007608 , 0.000121 , 0.000544 , 0.001204 , 0.002439 , 0.001949 , 0.00499 , 0.001586 , 0.007327 , 0.003643 , 0.009369 , 0.001493 , 0.002093 , 0.004355 , 0.003077 , 0.002703 , 0.00095 , 0.001836 , 0.001413 , 0.013255 , 0.004641 , 0.003619 , 0.004117 , 0.006157 , 0.00301 , 0.011604 , 0.002319 , 0.004654 , 0.004193 , 0.003882 , 0.005356 , 0.006015 , 0.004432 , 0.003708 , 0.001636 , 0.004795 , 0.002801 , 0.003645 , 0.008137 , 0.003557 , 0.004323 , 0.00438 , 0.004634 , 0.004151 , 0.003695 , 0.005601 , 0.006875 , 0.00336 , 0.00253 , 0.008388 , 0.003442 , 0.005365 , 0.0034 , 0.002266 , 0.006622 , 0.0009 , 0.000632 , 0.008139 , 0.005298 , 0.006352 , 0.006037 , 0.006041 , 0.004277 , 0.006378 , 0.0086 , 0.010285 , 0.006287 
 344 , 0 , 0.00427 , 0.000111 , 0.000165 , 0.00125 , 0.003348 , 0.003224 , 0.00219 , 0.006491 , 0.003512 , 0 , 0.009818 , 0.007031 , 0.00886 , 0.0002 , 0.000911 , 0.001992 , 0.003493 , 0.002747 , 0.005911 , 0.002342 , 0.007684 , 0.004475 , 0.009482 , 0.002238 , 0.002708 , 0.005147 , 0.003826 , 0.003821 , 0.001535 , 0.002898 , 0.002413 , 0.013771 , 0.005623 , 0.003899 , 0.004705 , 0.006737 , 0.003743 , 0.011967 , 0.003281 , 0.005581 , 0.004794 , 0.004562 , 0.006037 , 0.00669 , 0.005096 , 0.004153 , 0.002067 , 0.005604 , 0.003246 , 0.004077 , 0.009246 , 0.004722 , 0.004571 , 0.004844 , 0.005133 , 0.004604 , 0.004731 , 0.006145 , 0.007157 , 0.004027 , 0.003074 , 0.008987 , 0.004263 , 0.006181 , 0.003872 , 0.00245 , 0.007324 , 0.001474 , 0.001041 , 0.009016 , 0.005736 , 0.007137 , 0.006921 , 0.006716 , 0.004555 , 0.007083 , 0.009031 , 0.011068 , 0.006967 
 345 , 0.000023 , 0.005513 , 0.000276 , 0.000309 , 0.001606 , 0.00396 , 0.003998 , 0.002434 , 0.006912 , 0.004851 , 0.000002 , 0.010364 , 0.00733 , 0.009991 , 0.000271 , 0.001283 , 0.002705 , 0.00445 , 0.003424 , 0.006755 , 0.003066 , 0.007994 , 0.005256 , 0.009622 , 0.002908 , 0.003241 , 0.005823 , 0.004529 , 0.004898 , 0.002057 , 0.003857 , 0.003372 , 0.014171 , 0.006498 , 0.004152 , 0.005187 , 0.007235 , 0.004406 , 0.012305 , 0.004129 , 0.006446 , 0.005353 , 0.005135 , 0.006575 , 0.00729 , 0.005646 , 0.004551 , 0.002467 , 0.006268 , 0.003631 , 0.004465 , 0.010161 , 0.005804 , 0.00481 , 0.005225 , 0.005526 , 0.005001 , 0.005654 , 0.006593 , 0.007368 , 0.004575 , 0.003564 , 0.00952 , 0.005004 , 0.006865 , 0.004276 , 0.002621 , 0.007934 , 0.001982 , 0.001426 , 0.009722 , 0.006094 , 0.007833 , 0.007681 , 0.00726 , 0.004796 , 0.007664 , 0.009403 , 0.011669 , 0.00754 
 346 , 0.00035 , 0.006007 , 0.001795 , 0.001604 , 0.002501 , 0.004782 , 0.004363 , 0.003176 , 0.007788 , 0.005913 , 0.000035 , 0.01189 , 0.009102 , 0.011538 , 0.000336 , 0.001961 , 0.003189 , 0.004899 , 0.00414 , 0.007517 , 0.00404 , 0.009105 , 0.005914 , 0.011096 , 0.003443 , 0.003849 , 0.006298 , 0.005735 , 0.005465 , 0.002596 , 0.004319 , 0.004035 , 0.015373 , 0.007237 , 0.004917 , 0.005712 , 0.0081 , 0.005489 , 0.013974 , 0.004879 , 0.007265 , 0.006246 , 0.005954 , 0.007194 , 0.008029 , 0.006288 , 0.005644 , 0.003301 , 0.007143 , 0.00436 , 0.005328 , 0.010578 , 0.006186 , 0.005873 , 0.005899 , 0.00612 , 0.006045 , 0.005937 , 0.007071 , 0.007918 , 0.004922 , 0.004275 , 0.011074 , 0.005728 , 0.007562 , 0.004883 , 0.00333 , 0.008841 , 0.002314 , 0.001925 , 0.010306 , 0.006828 , 0.008882 , 0.008498 , 0.007884 , 0.005514 , 0.00846 , 0.010616 , 0.012168 , 0.008331 
 347 , 0.000664 , 0.006398 , 0.003102 , 0.002995 , 0.003372 , 0.005586 , 0.004657 , 0.003803 , 0.008511 , 0.006753 , 0.000064 , 0.013313 , 0.010975 , 0.013004 , 0.000394 , 0.00254 , 0.003608 , 0.00527 , 0.004831 , 0.008157 , 0.005079 , 0.010138 , 0.006498 , 0.012496 , 0.003948 , 0.004402 , 0.006711 , 0.006909 , 0.005982 , 0.003089 , 0.004712 , 0.004608 , 0.01638 , 0.00788 , 0.005647 , 0.006184 , 0.008868 , 0.006443 , 0.015569 , 0.005566 , 0.008022 , 0.007018 , 0.006671 , 0.00773 , 0.008688 , 0.006876 , 0.006787 , 0.004166 , 0.007967 , 0.005012 , 0.006149 , 0.010896 , 0.006497 , 0.006948 , 0.006513 , 0.006625 , 0.007001 , 0.006154 , 0.007473 , 0.008363 , 0.005208 , 0.004884 , 0.012647 , 0.006327 , 0.008131 , 0.005428 , 0.004063 , 0.009671 , 0.002584 , 0.002393 , 0.01078 , 0.007497 , 0.009838 , 0.009211 , 0.008417 , 0.006164 , 0.009154 , 0.011741 , 0.012552 , 0.009035 
 348 , 0.000963 , 0.006712 , 0.004228 , 0.004464 , 0.004211 , 0.006371 , 0.004896 , 0.004337 , 0.009115 , 0.00743 , 0.000091 , 0.014646 , 0.012957 , 0.014396 , 0.000445 , 0.003035 , 0.003972 , 0.005581 , 0.005496 , 0.008701 , 0.006183 , 0.011103 , 0.007021 , 0.013831 , 0.004423 , 0.004904 , 0.007074 , 0.008046 , 0.006457 , 0.00354 , 0.005049 , 0.005105 , 0.017234 , 0.008445 , 0.006342 , 0.006612 , 0.009554 , 0.007284 , 0.017103 , 0.006197 , 0.008727 , 0.007689 , 0.007303 , 0.008197 , 0.009279 , 0.007419 , 0.007982 , 0.005057 , 0.008745 , 0.005594 , 0.006928 , 0.011147 , 0.006754 , 0.008032 , 0.007077 , 0.007059 , 0.007875 , 0.006325 , 0.007816 , 0.00873 , 0.005448 , 0.005407 , 0.014252 , 0.006827 , 0.008601 , 0.00592 , 0.004819 , 0.010438 , 0.002809 , 0.00283 , 0.011172 , 0.008111 , 0.010716 , 0.009838 , 0.008879 , 0.006755 , 0.009764 , 0.012792 , 0.012855 , 0.009667 
 349 , 0.001242 , 0.007221 , 0.004623 , 0.004984 , 0.004687 , 0.007719 , 0.005534 , 0.005121 , 0.009131 , 0.007805 , 0.000391 , 0.01578 , 0.014296 , 0.014831 , 0.001335 , 0.003531 , 0.004585 , 0.005951 , 0.005901 , 0.009695 , 0.006621 , 0.011978 , 0.007808 , 0.014609 , 0.005098 , 0.005443 , 0.00776 , 0.008653 , 0.006692 , 0.003974 , 0.00568 , 0.005327 , 0.018093 , 0.008998 , 0.006952 , 0.007631 , 0.010167 , 0.007892 , 0.01828 , 0.00672 , 0.009591 , 0.008483 , 0.007866 , 0.008788 , 0.010139 , 0.00793 , 0.00851 , 0.005743 , 0.009641 , 0.006013 , 0.007791 , 0.011998 , 0.00713 , 0.008714 , 0.00776 , 0.007635 , 0.008571 , 0.006549 , 0.008562 , 0.009454 , 0.006123 , 0.006096 , 0.014456 , 0.007447 , 0.009153 , 0.006521 , 0.005494 , 0.011451 , 0.003389 , 0.003214 , 0.012084 , 0.00905 , 0.011395 , 0.010406 , 0.009814 , 0.007453 , 0.010413 , 0.013516 , 0.014258 , 0.010774 
 350 , 0.001489 , 0.00773 , 0.004691 , 0.005025 , 0.004929 , 0.009317 , 0.00626 , 0.005945 , 0.008858 , 0.007984 , 0.000762 , 0.016661 , 0.015114 , 0.014747 , 0.002378 , 0.004 , 0.005222 , 0.006257 , 0.006105 , 0.010811 , 0.006687 , 0.012674 , 0.008553 , 0.014978 , 0.005755 , 0.005927 , 0.008481 , 0.008918 , 0.006759 , 0.004349 , 0.006372 , 0.005385 , 0.018746 , 0.00942 , 0.007416 , 0.008929 , 0.010625 , 0.008315 , 0.019075 , 0.007121 , 0.010392 , 0.009233 , 0.008303 , 0.009313 , 0.010967 , 0.008331 , 0.008638 , 0.006229 , 0.01048 , 0.006292 , 0.008592 , 0.012954 , 0.007445 , 0.009096 , 0.008387 , 0.008179 , 0.009113 , 0.006716 , 0.009349 , 0.010214 , 0.006932 , 0.0068 , 0.014031 , 0.008044 , 0.009637 , 0.007072 , 0.006068 , 0.012455 , 0.004087 , 0.003517 , 0.013065 , 0.010064 , 0.011852 , 0.010824 , 0.010851 , 0.008095 , 0.010939 , 0.013947 , 0.015985 , 0.011982 
 351 , 0.0017 , 0.008131 , 0.004701 , 0.005005 , 0.005077 , 0.010899 , 0.006875 , 0.006656 , 0.008531 , 0.008061 , 0.001079 , 0.017327 , 0.015682 , 0.014523 , 0.003205 , 0.004415 , 0.005748 , 0.006453 , 0.006206 , 0.011816 , 0.00667 , 0.013191 , 0.009107 , 0.01514 , 0.006282 , 0.006312 , 0.009066 , 0.009047 , 0.00674 , 0.00465 , 0.006968 , 0.005378 , 0.019144 , 0.009688 , 0.007747 , 0.010244 , 0.010927 , 0.008615 , 0.019595 , 0.007421 , 0.011024 , 0.009844 , 0.008612 , 0.009688 , 0.011609 , 0.00861 , 0.008651 , 0.006592 , 0.011178 , 0.006479 , 0.009258 , 0.013721 , 0.007628 , 0.009335 , 0.008877 , 0.0086 , 0.009545 , 0.006792 , 0.00997 , 0.010821 , 0.007661 , 0.007413 , 0.013553 , 0.008536 , 0.009987 , 0.007495 , 0.006562 , 0.013301 , 0.004724 , 0.003745 , 0.01385 , 0.010983 , 0.012138 , 0.011085 , 0.011745 , 0.008603 , 0.011293 , 0.014192 , 0.017513 , 0.013042 
 352 , 0.001979 , 0.008406 , 0.004746 , 0.004932 , 0.005285 , 0.011464 , 0.007233 , 0.007111 , 0.008372 , 0.008089 , 0.00135 , 0.017468 , 0.015996 , 0.014408 , 0.003665 , 0.004747 , 0.006144 , 0.006775 , 0.006385 , 0.01238 , 0.006725 , 0.013682 , 0.009413 , 0.015228 , 0.006601 , 0.006622 , 0.009421 , 0.009165 , 0.006929 , 0.004873 , 0.007304 , 0.00546 , 0.019373 , 0.009923 , 0.007997 , 0.01112 , 0.01123 , 0.008774 , 0.020179 , 0.007666 , 0.011485 , 0.010134 , 0.00891 , 0.009937 , 0.011946 , 0.008849 , 0.008758 , 0.006849 , 0.011569 , 0.006756 , 0.009726 , 0.014226 , 0.007878 , 0.009438 , 0.009232 , 0.008971 , 0.009809 , 0.007016 , 0.010406 , 0.011263 , 0.008037 , 0.007721 , 0.013475 , 0.008832 , 0.010318 , 0.0078 , 0.006949 , 0.013936 , 0.005146 , 0.004025 , 0.01444 , 0.011574 , 0.012658 , 0.011247 , 0.012215 , 0.008983 , 0.011561 , 0.014552 , 0.01858 , 0.013529 
 353 , 0.002448 , 0.008588 , 0.004924 , 0.004802 , 0.005717 , 0.010283 , 0.007207 , 0.007196 , 0.008601 , 0.008139 , 0.001606 , 0.016984 , 0.016098 , 0.014649 , 0.003672 , 0.004983 , 0.006423 , 0.007487 , 0.006828 , 0.012243 , 0.007008 , 0.014331 , 0.009452 , 0.015389 , 0.006665 , 0.006903 , 0.009493 , 0.009404 , 0.007639 , 0.005039 , 0.007262 , 0.005782 , 0.019557 , 0.010263 , 0.008241 , 0.011074 , 0.011711 , 0.008815 , 0.021193 , 0.007918 , 0.011805 , 0.009979 , 0.009337 , 0.010114 , 0.011922 , 0.009152 , 0.009162 , 0.007042 , 0.011549 , 0.007327 , 0.009963 , 0.014439 , 0.008403 , 0.009443 , 0.009476 , 0.009384 , 0.009888 , 0.007648 , 0.010677 , 0.011566 , 0.007858 , 0.007569 , 0.014206 , 0.008876 , 0.01076 , 0.008015 , 0.007218 , 0.014334 , 0.005218 , 0.00451 , 0.014866 , 0.011635 , 0.013869 , 0.011388 , 0.012085 , 0.009265 , 0.011847 , 0.015343 , 0.018961 , 0.01313 
 354 , 0.00289 , 0.008737 , 0.005069 , 0.004651 , 0.006096 , 0.009398 , 0.007141 , 0.007245 , 0.008786 , 0.008156 , 0.00184 , 0.01659 , 0.016126 , 0.014817 , 0.003668 , 0.005181 , 0.006656 , 0.008158 , 0.007222 , 0.012101 , 0.007242 , 0.014878 , 0.009449 , 0.015476 , 0.006695 , 0.007136 , 0.009524 , 0.009585 , 0.00833 , 0.005174 , 0.007212 , 0.006061 , 0.019647 , 0.010534 , 0.008434 , 0.011016 , 0.012111 , 0.008828 , 0.022057 , 0.008119 , 0.012051 , 0.009813 , 0.009697 , 0.010238 , 0.011865 , 0.009397 , 0.009501 , 0.007192 , 0.011505 , 0.007853 , 0.010141 , 0.014578 , 0.008874 , 0.009417 , 0.009659 , 0.00973 , 0.009933 , 0.008233 , 0.010882 , 0.0118 , 0.0077 , 0.007424 , 0.014836 , 0.008888 , 0.011126 , 0.008179 , 0.007438 , 0.014644 , 0.005265 , 0.004965 , 0.015193 , 0.011655 , 0.015016 , 0.011468 , 0.011966 , 0.009488 , 0.012057 , 0.016026 , 0.019232 , 0.012766 
 355 , 0.003306 , 0.00886 , 0.005191 , 0.004491 , 0.006431 , 0.008707 , 0.007051 , 0.007271 , 0.008938 , 0.008153 , 0.002054 , 0.016265 , 0.016109 , 0.014938 , 0.003658 , 0.00535 , 0.006854 , 0.008794 , 0.007577 , 0.011963 , 0.00744 , 0.015346 , 0.009419 , 0.015514 , 0.006703 , 0.007333 , 0.009531 , 0.009725 , 0.009008 , 0.005286 , 0.007158 , 0.006305 , 0.019678 , 0.010755 , 0.008592 , 0.010956 , 0.012448 , 0.008826 , 0.022806 , 0.008282 , 0.012245 , 0.009646 , 0.010005 , 0.010326 , 0.01179 , 0.009599 , 0.009791 , 0.00731 , 0.011448 , 0.008341 , 0.010279 , 0.014669 , 0.009303 , 0.009373 , 0.009799 , 0.010026 , 0.009957 , 0.00878 , 0.011041 , 0.011986 , 0.007561 , 0.00729 , 0.015386 , 0.008881 , 0.011436 , 0.008306 , 0.007622 , 0.014891 , 0.005294 , 0.005393 , 0.01545 , 0.011652 , 0.016111 , 0.011508 , 0.011861 , 0.009667 , 0.012216 , 0.016625 , 0.019427 , 0.012437 
 356 , 0.003488 , 0.008917 , 0.005497 , 0.004833 , 0.006511 , 0.008921 , 0.007554 , 0.007831 , 0.009592 , 0.008483 , 0.002273 , 0.01674 , 0.016577 , 0.015277 , 0.003841 , 0.005685 , 0.007196 , 0.009177 , 0.007601 , 0.012352 , 0.007839 , 0.015521 , 0.009921 , 0.015894 , 0.007089 , 0.007648 , 0.009891 , 0.010041 , 0.009223 , 0.005562 , 0.007361 , 0.006814 , 0.020002 , 0.011316 , 0.009219 , 0.011047 , 0.012812 , 0.009146 , 0.023345 , 0.008705 , 0.012428 , 0.01019 , 0.010309 , 0.010605 , 0.012484 , 0.009559 , 0.009764 , 0.00755 , 0.011782 , 0.008551 , 0.01038 , 0.014794 , 0.009456 , 0.009872 , 0.010481 , 0.01023 , 0.010289 , 0.008914 , 0.011406 , 0.01215 , 0.007933 , 0.007562 , 0.016041 , 0.009311 , 0.011764 , 0.008684 , 0.007813 , 0.014895 , 0.005566 , 0.005449 , 0.015872 , 0.011773 , 0.015939 , 0.011912 , 0.012415 , 0.010032 , 0.012504 , 0.016833 , 0.019318 , 0.012908 
 357 , 0.003649 , 0.008967 , 0.005789 , 0.005186 , 0.006567 , 0.009162 , 0.008087 , 0.008389 , 0.010271 , 0.00882 , 0.00249 , 0.01722 , 0.01704 , 0.015604 , 0.004032 , 0.006017 , 0.00753 , 0.009522 , 0.007606 , 0.012747 , 0.008243 , 0.015666 , 0.010443 , 0.016266 , 0.007484 , 0.007957 , 0.010251 , 0.010349 , 0.009401 , 0.005839 , 0.007562 , 0.00733 , 0.020316 , 0.011884 , 0.00987 , 0.011139 , 0.013156 , 0.009469 , 0.023839 , 0.009123 , 0.012598 , 0.010751 , 0.010595 , 0.010876 , 0.013211 , 0.00952 , 0.009724 , 0.007783 , 0.012116 , 0.008732 , 0.010474 , 0.014909 , 0.009585 , 0.010392 , 0.011187 , 0.010415 , 0.010617 , 0.009019 , 0.011757 , 0.012301 , 0.00832 , 0.007839 , 0.016676 , 0.009751 , 0.012072 , 0.009064 , 0.007992 , 0.014886 , 0.005839 , 0.005482 , 0.016276 , 0.011891 , 0.015733 , 0.012311 , 0.012989 , 0.010388 , 0.01278 , 0.017006 , 0.019193 , 0.013395 
 358 , 0.003802 , 0.009013 , 0.00606 , 0.005523 , 0.006614 , 0.009388 , 0.008618 , 0.008917 , 0.010949 , 0.009144 , 0.002704 , 0.017669 , 0.017471 , 0.015909 , 0.00422 , 0.006336 , 0.007849 , 0.009842 , 0.007609 , 0.01312 , 0.008642 , 0.015797 , 0.010955 , 0.016613 , 0.007867 , 0.008253 , 0.010592 , 0.010638 , 0.009566 , 0.006107 , 0.00775 , 0.007837 , 0.020606 , 0.012438 , 0.010519 , 0.011223 , 0.01348 , 0.009777 , 0.024298 , 0.009523 , 0.012755 , 0.011292 , 0.010862 , 0.011131 , 0.013931 , 0.00949 , 0.009686 , 0.008002 , 0.01243 , 0.008901 , 0.010561 , 0.015012 , 0.009704 , 0.010907 , 0.011886 , 0.010587 , 0.010923 , 0.009116 , 0.012086 , 0.01244 , 0.008696 , 0.008102 , 0.017286 , 0.010179 , 0.012359 , 0.009431 , 0.008159 , 0.014876 , 0.006103 , 0.005512 , 0.016654 , 0.011999 , 0.015554 , 0.012687 , 0.013546 , 0.010724 , 0.013037 , 0.017166 , 0.019068 , 0.013858 
 359 , 0.003828 , 0.00909 , 0.006149 , 0.005602 , 0.00679 , 0.009622 , 0.008931 , 0.00895 , 0.011324 , 0.00942 , 0.002927 , 0.017695 , 0.01743 , 0.01629 , 0.004392 , 0.006521 , 0.00806 , 0.009943 , 0.007726 , 0.013308 , 0.008625 , 0.015866 , 0.011176 , 0.017185 , 0.008104 , 0.00855 , 0.010736 , 0.010704 , 0.009714 , 0.006175 , 0.007896 , 0.008141 , 0.020317 , 0.012724 , 0.010913 , 0.01129 , 0.013699 , 0.009845 , 0.024128 , 0.009563 , 0.012925 , 0.011596 , 0.010916 , 0.011245 , 0.014093 , 0.00952 , 0.009767 , 0.00819 , 0.012724 , 0.009119 , 0.010632 , 0.015214 , 0.009669 , 0.010929 , 0.012054 , 0.010735 , 0.011305 , 0.009253 , 0.012342 , 0.012674 , 0.00898 , 0.008188 , 0.017562 , 0.010368 , 0.012386 , 0.009735 , 0.008182 , 0.015071 , 0.00613 , 0.005635 , 0.016714 , 0.012229 , 0.015409 , 0.013006 , 0.01383 , 0.010797 , 0.013281 , 0.017226 , 0.019156 , 0.014006 
